Protein Group Name,Representative Protein Description,Total Amino Acids,Sequence Coverage (%),Sequence Coverage Unshared only (%),Sequence Redundancy (%),Numbers of Proteins,# of PSMs,# of Unique Peptides,# Shared Peptides,# PSMs in Experiment,# Unique Seq in Experiment,# Shared Peptides in Experiment,P-Score,# Quantified PSMs,# Quantified Peptides,WT_0Min_(TMT 126C PCN),WT_0Min_(TMT 127N PCN),_Env_0Min_(TMT 127C PCN),_Env_0Min_(TMT 128N PCN),WT_5Min_(TMT 128C PCN),WT_5Min_(TMT 129N PCN),_Env_5Min_(TMT 129C PCN),_Env_5Min_(TMT 130N PCN),_Genome_5Min_(TMT 130C PCN),_Genome_5Min_(TMT 131N PCN),Uniprot IDs,Gene Names
PG252938,sp|Q9UHW5-3|GPN3_HUMAN Isoform 3 of GPN-loop GTPase 3 OS=Homo sapiens GN=GPN3,323,14.24,14.24,0,3,7,3,0,1,1,0,6.72E-46,1,1,7135.264205,6960.904554,4535.28529,5416.867238,5242.256792,5301.096724,4091.06812,4723.222895,4634.77439,4287.369131,Q9UHW5|Q9UHW5-2|Q9UHW5-3,GPN3
PG243495,tr|H0YMD1|H0YMD1_HUMAN Low-density lipoprotein receptor OS=Homo sapiens GN=LDLR PE=1 SV=1,948,5.38,5.38,0,6,5,4,0,1,1,0,7.07E-46,1,1,17699.69528,17324.61973,16568.26649,18680.72359,16557.62986,15264.19478,18907.40096,20158.07363,16895.16116,17851.4729,P01130|P01130-2|P01130-3|P01130-5|H0YMD1|J3KMZ9,LDLR
PG255554,sp|P28702-3|RXRB_HUMAN Isoform 2 of Retinoic acid receptor RXR-beta OS=Homo sapiens GN=RXRB,537,5.773,4.097,0,3,7,3,1,1,1,0,8.02E-46,1,1,16191.51467,14287.98044,14771.84247,18009.83695,16458.09414,15138.23372,14638.3846,15753.74476,16765.00835,15534.52106,P28702|P28702-3|A0A0G2JKR7,RXRB
PG243432,sp|Q9BTT6|LRRC1_HUMAN Leucine-rich repeat-containing protein 1 OS=Homo sapiens GN=LRRC1 PE=1 SV=1,524,8.015,5.916,0,1,9,4,1,1,1,0,9.20E-46,1,1,12030.70357,11114.512,10046.07948,9737.938046,11118.00318,11262.51009,9919.30558,11738.10114,11358.06765,10444.39743,Q9BTT6,LRRC1
PG255371,sp|Q9NRR4|RNC_HUMAN Ribonuclease 3 OS=Homo sapiens GN=DROSHA PE=1 SV=2,1374,3.057,3.057,0,1,16,3,0,1,1,0,1.90E-45,1,1,8941.292924,7784.534865,8571.686424,7612.756223,7797.475102,7630.597341,9507.346508,8756.576056,7675.744856,7826.231355,Q9NRR4,DROSHA
PG248694,sp|Q96DE5|APC16_HUMAN Anaphase-promoting complex subunit 16 OS=Homo sapiens GN=ANAPC16 PE=1 SV=1,110,37.27,37.27,0,1,8,3,0,1,1,0,1.96E-45,1,1,2909.799967,2860.218938,2967.887437,1710.192879,2447.936093,2836.471546,2567.714497,2595.34874,2499.607283,2918.18019,Q96DE5,ANAPC16
PG256796,tr|E7EQR8|E7EQR8_HUMAN Protein YIPF3 OS=Homo sapiens GN=YIPF3 PE=1 SV=1,356,12.36,12.36,0,3,10,3,0,2,2,0,2.26E-45,1,1,45547.22539,40858.28166,39586.18743,41905.1435,42971.84382,39773.70207,43209.60248,42254.75574,37392.31373,40861.81801,Q9GZM5|E7EQR8|D6RFI3,YIPF3
PG256693,sp|Q9NVA1|UQCC1_HUMAN Ubiquinol-cytochrome-c reductase complex assembly factor 1 OS=Homo sapiens GN=UQCC1 PE=1 SV=3,299,9.365,9.365,0,3,10,3,0,1,1,0,2.47E-45,1,1,33650.67768,31633.71789,28536.60784,24501.76051,23918.63456,23941.26129,25677.72924,26789.40244,27431.61685,28216.20868,Q9NVA1|Q9NVA1-2|B1AKV3,UQCC1
PG244159,sp|O43920|NDUS5_HUMAN NADH dehydrogenase [ubiquinone] iron-sulfur protein 5 OS=Homo sapiens GN=NDUFS5 PE=1 SV=3,106,29.25,29.25,0,1,7,3,0,1,1,0,2.75E-45,1,1,9297.038622,10359.81088,8925.422524,8495.477835,11062.36694,10415.31309,11770.35473,11034.23076,12774.45463,10481.87636,O43920,NDUFS5
PG244239,sp|O75161|NPHP4_HUMAN Nephrocystin-4 OS=Homo sapiens GN=NPHP4 PE=1 SV=2,1426,3.436,3.436,0,1,8,3,0,1,1,0,2.78E-45,1,1,1281.171499,2183.29617,1628.896143,2354.34949,2571.097071,3170.643056,2943.747445,2365.297898,2365.951952,3919.207975,O75161,NPHP4
PG247432,tr|B1AM27|B1AM27_HUMAN Protein unc-13 homolog B OS=Homo sapiens GN=UNC13B PE=1 SV=1,1622,3.391,3.391,0,3,6,4,0,1,1,0,3.78E-45,1,1,4984.1177,5291.351681,5626.629327,3884.378251,3951.205406,4901.379157,4579.043086,4686.206779,3915.285968,5687.01203,O14795|O14795-2|B1AM27,UNC13B
PG246470,sp|Q6NXT6|TAPT1_HUMAN Transmembrane anterior posterior transformation protein 1 homolog OS=Homo sapiens GN=TAPT1 PE=1 SV=1,567,12.52,12.52,0,1,11,4,0,1,1,0,4.20E-45,1,1,10373.40966,9539.521639,8815.952405,10283.64838,10735.96166,12472.75109,9642.977869,11162.78836,12340.61065,13598.04884,Q6NXT6,TAPT1
PG246916,sp|Q92545|TM131_HUMAN Transmembrane protein 131 OS=Homo sapiens GN=TMEM131 PE=1 SV=3,1883,2.602,2.602,0,1,7,5,0,1,1,0,4.34E-45,1,1,1438.839537,2233.940074,2194.966439,2591.244799,2078.461149,2375.609423,3530.654854,2856.24295,2620.529934,2292.718807,Q92545,TMEM131
PG250909,sp|Q9Y2S2|CRYL1_HUMAN Lambda-crystallin homolog OS=Homo sapiens GN=CRYL1 PE=1 SV=3,319,9.404,9.404,0,2,7,3,0,1,1,0,6.54E-45,1,1,19956.44737,20204.19685,19825.44395,17227.09411,18036.03274,17661.18987,18434.94056,18943.16714,18439.76018,18424.88156,Q9Y2S2|Q9Y2S2-2,CRYL1
PG249261,tr|F2Z3H6|F2Z3H6_HUMAN B-cell CLL/lymphoma 7 protein family member B OS=Homo sapiens GN=BCL7B PE=1 SV=2,213,28.64,23.47,0,2,6,3,1,1,1,0,8.63E-45,1,1,6316.885921,6403.85633,4557.874534,4728.179914,4981.547101,5542.294771,3980.715144,5195.237511,4843.473492,5059.64528,Q9BQE9|F2Z3H6,BCL7B
PG254767,sp|Q9UG56|PISD_HUMAN Phosphatidylserine decarboxylase proenzyme; mitochondrial OS=Homo sapiens GN=PISD PE=2 SV=4,409,9.046,9.046,0,2,5,4,0,1,1,0,1.00E-44,1,1,4407.198495,5846.618911,4911.495345,4562.144407,5383.826844,6008.473114,3877.851284,5515.969537,5466.494692,6763.608098,Q9UG56|H0Y7P7,PISD
PG253056,sp|Q8TAA5|GRPE2_HUMAN GrpE protein homolog 2; mitochondrial OS=Homo sapiens GN=GRPEL2 PE=1 SV=1,225,19.11,19.11,0,1,7,4,0,1,1,0,1.10E-44,1,1,14978.01427,16921.40265,13564.64267,15601.16995,15496.89212,13910.63929,12718.90948,13806.04053,12720.55369,14121.39844,Q8TAA5,GRPEL2
PG246874,sp|Q9BVW5|TIPIN_HUMAN TIMELESS-interacting protein OS=Homo sapiens GN=TIPIN PE=1 SV=2,301,9.302,9.302,0,1,7,3,0,1,1,0,1.12E-44,1,1,15011.26162,18248.63843,16159,18380.00484,15967.57297,18869.59608,14143.32313,15005.22051,12803.01373,15039.77556,Q9BVW5,TIPIN
PG250544,sp|P32929|CGL_HUMAN Cystathionine gamma-lyase OS=Homo sapiens GN=CTH PE=1 SV=3,405,9.383,9.383,0,3,6,3,0,1,1,0,1.14E-44,1,1,4496.418364,4939.725041,5493.640455,5874.549564,6082.643778,6606.223533,5531.389065,6266.331128,6647.369892,6841.509066,P32929|P32929-2|P32929-3,CTH
PG246526,sp|P52655|TF2AA_HUMAN Transcription initiation factor IIA subunit 1 OS=Homo sapiens GN=GTF2A1 PE=1 SV=1,376,9.84,9.84,0,1,11,3,0,1,1,0,1.79E-44,1,1,16903.0833,17862.4907,15618.98948,12955.8573,13106.49767,16765.63557,12473.06825,14721.97345,14688.00329,13544.00573,P52655,GTF2A1
PG252335,sp|Q13642|FHL1_HUMAN Four and a half LIM domains protein 1 OS=Homo sapiens GN=FHL1 PE=1 SV=4,323,10.53,10.53,0,14,5,4,0,1,1,0,1.89E-44,1,1,33305.90285,34745.10429,31118.14382,27346.32586,31817.17321,31755.92892,26031.3003,29145.95407,29198.90966,31682.21799,Q13642|Q13642-1|Q13642-3|Q13642-4|Q13642-5|A0A0D9SFI6|Q5JXI8|Q5JXI3|Q5JXI2|A0A0D9SFB0|Q5JXH9|A0A0D9SFZ9|Q5JXH8|Q5JXH7,FHL1
PG245837,sp|Q96FJ0-2|STALP_HUMAN Isoform 2 of AMSH-like protease OS=Homo sapiens GN=STAMBPL1,461,9.111,9.111,0,2,12,3,0,1,1,0,2.94E-44,1,1,5018.154294,7665.218561,4406.777268,4510.295535,4866.345159,6602.324682,3920.149778,4883.55357,5010.225299,5155.544508,Q96FJ0|Q96FJ0-2,STAMBPL1
PG255346,sp|P10301|RRAS_HUMAN Ras-related protein R-Ras OS=Homo sapiens GN=RRAS PE=1 SV=1,218,17.89,5.505,0,1,9,3,2,3,3,2,3.03E-44,1,1,9995.678013,10556.49394,12354.73108,12089.8436,10683.52889,11553.90198,11653.52359,11320.1867,10555.13474,11451.92913,P10301,RRAS
PG252821,sp|O95166|GBRAP_HUMAN Gamma-aminobutyric acid receptor-associated protein OS=Homo sapiens GN=GABARAP PE=1 SV=1,117,19.66,9.402,11.97,2,6,4,2,2,2,1,3.21E-44,1,1,8997.87419,13871.63271,7936.085179,9875.585171,12634.44831,12893.79743,10987.29979,12253.28486,9665.679023,11657.32763,O95166|H6UMI1,GABARAP
PG253490,sp|O43513|MED7_HUMAN Mediator of RNA polymerase II transcription subunit 7 OS=Homo sapiens GN=MED7 PE=1 SV=1,233,18.88,18.88,0,1,4,3,0,1,1,0,3.32E-44,1,1,4429.110573,4871.932537,4953.111496,4737.480144,4494.50884,4086.451168,4672.561839,4027.435096,3962.081945,5039.39206,O43513,MED7
PG253432,sp|Q8IWT6|LRC8A_HUMAN Volume-regulated anion channel subunit LRRC8A OS=Homo sapiens GN=LRRC8A PE=1 SV=1,810,4.198,4.198,0,1,6,3,0,1,1,0,3.75E-44,1,1,6410.61105,5240.860133,4779.60092,5849.923549,7450.038119,6147.84414,6323.924123,6618.10993,5867.722356,5105.21382,Q8IWT6,LRRC8A
PG254100,sp|O95169|NDUB8_HUMAN NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8; mitochondrial OS=Homo sapiens GN=NDUFB8 PE=1 SV=1,186,22.58,22.58,0,2,7,4,0,1,1,0,4.62E-44,1,1,8475.647428,9083.99978,26241.68415,24181.8471,23177.64401,19901.17582,24997.27136,19064.29187,21908.09319,22082.48928,O95169|O95169-3,NDUFB8
PG256061,tr|E9PN30|E9PN30_HUMAN Selenoprotein S (Fragment) OS=Homo sapiens GN=SELENOS PE=1 SV=1,218,18.35,18.35,0,3,9,3,0,1,1,0,5.16E-44,1,1,11129.66604,11727.83929,9860.758531,13784.84887,13135.72764,12079.55168,12436.34371,13232.08678,13350.546,12429.2482,Q9BQE4|E9PN30|A0A182DWI4,SELENOS
PG249678,sp|Q13352-5|CENPR_HUMAN Isoform 5 of Centromere protein R OS=Homo sapiens GN=ITGB3BP,216,17.13,17.13,0,3,8,3,0,1,1,0,5.60E-44,1,1,3015.858533,2284.502866,3623.308416,3491.73127,3602.670435,3413.383282,3585.44195,3275.54567,2748.977555,3486.933302,Q13352|Q13352-2|Q13352-5,ITGB3BP
PG243345,sp|Q6UW63|KDEL1_HUMAN KDEL motif-containing protein 1 OS=Homo sapiens GN=KDELC1 PE=1 SV=1,502,8.566,7.371,0,1,4,4,1,1,1,0,6.37E-44,1,1,7414.566791,7643.261944,8037.76073,8137.099197,7364.690145,8867.852745,8922.809484,8965.977724,8040.154468,8201.393499,Q6UW63,KDELC1
PG255300,sp|Q6ZSY5|PPR3F_HUMAN Protein phosphatase 1 regulatory subunit 3F OS=Homo sapiens GN=PPP1R3F PE=1 SV=3,799,4.756,4.756,0,1,7,3,0,1,1,0,6.50E-44,1,1,7427.854672,7161.217294,5925.846506,7123.715089,6670.53003,7206.173913,5719.537084,7217.14269,6604.609606,7440.967992,Q6ZSY5,PPP1R3F
PG250818,tr|H0YAV5|H0YAV5_HUMAN Chromosome transmission fidelity protein 8 homolog (Fragment) OS=Homo sapiens GN=CHTF8 PE=1 SV=1,144,21.53,21.53,9.028,4,6,3,0,1,1,0,7.19E-44,1,1,7721.376275,6657.753985,6023.044714,7158.077185,6770.902074,6845.482072,5140.820597,5270.9007,5078.528317,4664.572947,P0CG13|H0YAV5|H3BPP1|J3KSJ7,CHTF8
PG248094,sp|Q8N6N7|ACBD7_HUMAN Acyl-CoA-binding domain-containing protein 7 OS=Homo sapiens GN=ACBD7 PE=1 SV=1,88,54.55,54.55,0,1,7,3,0,1,1,0,1.22E-43,1,1,21821.86289,22620.45445,18436.65379,19562.05896,13770.75579,18422.11785,13851.98982,15791.48033,14217.93834,14663.22435,Q8N6N7,ACBD7
PG250298,sp|Q7LBR1|CHM1B_HUMAN Charged multivesicular body protein 1b OS=Homo sapiens GN=CHMP1B PE=1 SV=1,199,14.07,14.07,0,1,9,4,0,1,1,0,1.25E-43,1,1,49331.85822,47741.87658,51039.33942,45552.47712,43030.19383,45999.59183,46983.32029,46692.5916,47706.64386,48566.50976,Q7LBR1,CHMP1B
PG249811,tr|J3KNS1|J3KNS1_HUMAN Cytosolic carboxypeptidase 1 OS=Homo sapiens GN=AGTPBP1 PE=1 SV=1,1278,2.739,2.739,0,4,7,3,0,1,1,0,1.30E-43,1,1,16634.02357,16692.53799,14730.82796,16856.66421,17910.51495,14731.16146,13579.18148,15467.98905,15100.9301,15622.7706,Q9UPW5|Q9UPW5-2|Q9UPW5-3|J3KNS1,AGTPBP1
PG255315,sp|O43586|PPIP1_HUMAN Proline-serine-threonine phosphatase-interacting protein 1 OS=Homo sapiens GN=PSTPIP1 PE=1 SV=1,416,10.34,10.34,2.404,2,10,5,0,1,1,0,1.48E-43,1,1,21436.22737,21096.07135,17440.69848,15948.03536,18250.78997,20173.49254,17212.98232,19454.36382,21637.84081,18552.07344,O43586|J3KPG6,PSTPIP1
PG254659,sp|Q9BUL5|PHF23_HUMAN PHD finger protein 23 OS=Homo sapiens GN=PHF23 PE=1 SV=1,403,10.67,10.67,0,2,6,4,0,1,1,0,1.51E-43,1,1,3797.385574,5274.775786,5882.624315,6025.798742,6431.332735,4713.70702,7161.402046,5941.567483,6999.541564,4443.672016,Q9BUL5|Q9BUL5-4,PHF23
PG253653,sp|Q7Z3K6-2|MIER3_HUMAN Isoform 2 of Mesoderm induction early response protein 3 OS=Homo sapiens GN=MIER3,555,4.685,4.685,0,4,6,3,0,1,1,0,1.87E-43,1,1,2525.499125,2929.860469,2438.277059,2980.601275,2526.057371,3971.434032,2648.099801,2721.311518,3255.229415,3570.775212,Q7Z3K6|Q7Z3K6-2|Q7Z3K6-3|Q7Z3K6-4,MIER3
PG246270,sp|Q5QJ74|TBCEL_HUMAN Tubulin-specific chaperone cofactor E-like protein OS=Homo sapiens GN=TBCEL PE=1 SV=2,424,8.491,8.491,4.717,1,7,3,0,1,1,0,2.13E-43,1,1,3300.583653,4352.327434,4207.970514,3575.160314,3608.067776,4344.416988,2152.177074,3452.022089,2621.340985,3910.281451,Q5QJ74,TBCEL
PG249284,sp|Q96L58|B3GT6_HUMAN Beta-1;3-galactosyltransferase 6 OS=Homo sapiens GN=B3GALT6 PE=1 SV=2,329,8.511,8.511,0,1,7,3,0,1,1,0,5.50E-43,1,1,9649.413945,9673.373055,8948.405395,9040.597185,8622.802713,8574.138563,8543.908613,11506.16449,10074.96279,10090.65386,Q96L58,B3GALT6
PG245967,tr|A0A1P0AYU5|A0A1P0AYU5_HUMAN Sideroflexin-3 OS=Homo sapiens GN=SFXN3 PE=4 SV=1,325,13.85,5.231,0,2,6,3,2,2,2,1,5.87E-43,1,1,4343.858738,3745.249433,3418.860524,3596.637482,3470.584705,3820.539646,4693.008853,4250.276877,4148.408124,3633.194013,Q9BWM7|A0A1P0AYU5,SFXN3
PG245048,sp|Q9UNT1-3|RBL2B_HUMAN Isoform 3 of Rab-like protein 2B OS=Homo sapiens GN=RABL2B,238,17.23,17.23,0,3,7,3,0,1,1,0,8.13E-43,1,1,8430.096444,10034.8556,7829.384455,8979.879853,8199.279117,8600.687218,9338.445356,7528.600861,6573.518028,8614.873595,Q9UNT1|Q9UNT1-2|Q9UNT1-3,RABL2B
PG250545,sp|Q8N0T1|CH059_HUMAN Uncharacterized protein C8orf59 OS=Homo sapiens GN=C8orf59 PE=1 SV=4,100,25,25,0,1,9,3,0,1,1,0,8.59E-43,1,1,13009.41642,13012.88543,10322.5557,14355.8655,14721.89508,12529.08711,13366.85198,12793.90286,12909.71085,12897.35149,Q8N0T1,C8orf59
PG247253,sp|Q9NUP7|TRM13_HUMAN tRNA:m(4)X modification enzyme TRM13 homolog OS=Homo sapiens GN=TRMT13 PE=1 SV=2,481,8.316,8.316,0,1,10,3,0,1,1,0,1.79E-42,1,1,5451.252262,4412.031643,4523.121251,5386.300135,7661.872421,7799.736929,8640.398278,10149.31767,8403.902368,7833.542034,Q9NUP7,TRMT13
PG251142,sp|O43414|ERI3_HUMAN ERI1 exoribonuclease 3 OS=Homo sapiens GN=ERI3 PE=1 SV=2,337,8.902,8.902,0,4,7,3,0,1,1,0,2.01E-42,1,1,31489.58625,28088.54719,26434.73491,26713.79128,26128.44472,23846.58344,25447.8961,23751.77244,25635.20449,25019.06646,O43414|O43414-2|O43414-3|H0Y4B0,ERI3
PG245855,sp|Q8WVK7|SKA2_HUMAN Spindle and kinetochore-associated protein 2 OS=Homo sapiens GN=SKA2 PE=1 SV=1,121,20.66,20.66,9.091,1,9,3,0,1,1,0,2.06E-42,1,1,23846.79401,23472.47418,20163.74509,20024.44348,18021.83395,21165.75834,19528.10739,19856.4542,19954.53223,20643.28398,Q8WVK7,SKA2
PG242988,sp|Q8N371-3|KDM8_HUMAN Isoform 3 of Lysine-specific demethylase 8 OS=Homo sapiens GN=KDM8,454,9.912,9.912,0,2,5,4,0,1,1,0,2.16E-42,1,1,9621.391032,9222.141253,9549.057166,8223.130306,9079.229222,9847.778593,7623.813406,10430.3775,8691.89676,8661.18841,Q8N371|Q8N371-3,KDM8
PG258407,tr|L0R819|L0R819_HUMAN Alternative protein ASNSD1 OS=Homo sapiens GN=ASNSD1 PE=1 SV=1,96,51.04,51.04,0,1,4,3,0,1,1,0,2.29E-42,1,1,37748.40398,39490.79794,30557.09023,31834.54494,31244.60476,38977.70057,29981.02996,31862.90379,35264.04365,35677.88002,L0R819,ASNSD1
PG246060,sp|Q9HD40|SPCS_HUMAN O-phosphoseryl-tRNA(Sec) selenium transferase OS=Homo sapiens GN=SEPSECS PE=1 SV=2,501,7.984,7.984,0,1,9,4,0,1,1,0,2.40E-42,1,1,13941.49947,13524.89595,14178.87934,9005.117779,12221.87223,13656.96,12775.13951,13394.71602,14985.5233,15090.13432,Q9HD40,SEPSECS
PG253570,sp|Q12851|M4K2_HUMAN Mitogen-activated protein kinase kinase kinase kinase 2 OS=Homo sapiens GN=MAP4K2 PE=1 SV=2,820,4.39,4.39,0,2,7,3,0,1,1,0,2.57E-42,1,1,18631.69804,20026.9571,18326.06352,17763.20506,18045.37168,19477.62463,18846.77189,18024.54064,18597.9259,19586.62739,Q12851|Q12851-2,MAP4K2
PG244617,sp|Q8IZE3|PACE1_HUMAN Protein-associating with the carboxyl-terminal domain of ezrin OS=Homo sapiens GN=SCYL3 PE=1 SV=3,742,5.93,5.93,0,2,6,3,0,1,1,0,2.67E-42,1,1,16212.17838,15924.84945,14691.85633,14269.25062,12551.89347,12903.12117,13543.62191,14874.33999,14783.40133,16814.91051,Q8IZE3|Q8IZE3-2,SCYL3
PG252456,sp|Q9UIM3|FKBPL_HUMAN FK506-binding protein-like OS=Homo sapiens GN=FKBPL PE=1 SV=1,349,9.456,9.456,0,1,6,3,0,1,1,0,2.71E-42,1,1,8615.80683,7690.451592,6808.405588,7565.899515,6715.015366,9375.340326,8108.898121,7466.07145,7618.422272,9397.416787,Q9UIM3,FKBPL
PG252030,sp|Q14126|DSG2_HUMAN Desmoglein-2 OS=Homo sapiens GN=DSG2 PE=1 SV=2,1118,4.651,4.651,0,1,10,3,0,1,1,0,4.36E-42,1,1,6463.21921,4247.451868,4693.899097,4758.212292,5005.213785,5182.080486,5223.133589,5840.132866,5057.029599,5468.963682,Q14126,DSG2
PG253455,sp|O15525|MAFG_HUMAN Transcription factor MafG OS=Homo sapiens GN=MAFG PE=1 SV=1,162,21.6,8.642,0,1,12,4,3,3,3,2,4.54E-42,1,1,23545.56417,23326.27515,19268.62697,23848.4307,23219.52831,18061.78311,20228.99071,23458.09657,21696.6479,20525.92312,O15525,MAFG
PG256395,tr|A0A0J9YW36|A0A0J9YW36_HUMAN Stathmin-3 (Fragment) OS=Homo sapiens GN=STMN3 PE=1 SV=1,239,13.81,10.46,2.929,3,16,4,2,2,2,1,4.71E-42,1,1,1521.300965,1345.271019,1369.343085,1367.635027,1988.43262,1106.128838,1551.465628,1602.70026,1891.27335,1086.646728,Q9NZ72|Q9NZ72-2|A0A0J9YW36,STMN3
PG256169,sp|Q8WW01|SEN15_HUMAN tRNA-splicing endonuclease subunit Sen15 OS=Homo sapiens GN=TSEN15 PE=1 SV=1,171,33.33,33.33,0,1,5,3,0,1,1,0,5.96E-42,1,1,1703.807791,2571.486514,1036.70424,2862.074022,1460.925956,2127.221342,1521.967657,2052.937291,1553.489803,1953.624052,Q8WW01,TSEN15
PG246102,sp|Q96EQ0|SGTB_HUMAN Small glutamine-rich tetratricopeptide repeat-containing protein beta OS=Homo sapiens GN=SGTB PE=1 SV=1,304,10.2,10.2,0,1,12,3,0,1,1,0,6.03E-42,1,1,7972.240224,7478.193731,7017.528703,7904.58452,6982.091792,6728.194078,7021.860073,5761.644147,7876.736964,7936.792945,Q96EQ0,SGTB
PG246261,sp|Q15572|TAF1C_HUMAN TATA box-binding protein-associated factor RNA polymerase I subunit C OS=Homo sapiens GN=TAF1C PE=1 SV=2,869,6.789,6.789,0,3,5,4,0,1,1,0,6.57E-42,1,1,3736.613731,3412.921142,3346.622225,3519.197072,2819.791501,3029.028857,4092.456673,4161.473291,2992.872306,4791.393704,Q15572|Q15572-2|Q15572-6,TAF1C
PG253546,sp|Q8TDW0|LRC8C_HUMAN Volume-regulated anion channel subunit LRRC8C OS=Homo sapiens GN=LRRC8C PE=1 SV=2,803,4.483,4.483,0,1,4,3,0,1,1,0,6.98E-42,1,1,3690.458138,3427.911765,3739.237862,3911.520802,4854.892054,5291.819884,4599.721796,4523.949135,5651.525074,5454.843218,Q8TDW0,LRRC8C
PG249556,sp|Q6P4E1-4|CASC4_HUMAN Isoform 4 of Protein CASC4 OS=Homo sapiens GN=CASC4,436,9.633,9.633,0,4,4,3,0,1,1,0,7.00E-42,1,1,2661.015287,2783.472059,3055.089849,2657.98394,3793.320183,5607.917459,4742.216025,4801.374339,4703.859654,4811.380842,Q6P4E1|Q6P4E1-2|Q6P4E1-4|Q6P4E1-5,CASC4
PG242155,sp|Q8IX15-3|HOMEZ_HUMAN Isoform 2 of Homeobox and leucine zipper protein Homez OS=Homo sapiens GN=HOMEZ,552,7.065,7.065,3.623,3,11,3,0,1,1,0,7.54E-42,1,1,845.6230983,881.017198,583.8552353,1126.14907,8093.977665,9000.997534,8946.67845,10121.77193,9688.508233,11171.09981,Q8IX15|Q8IX15-3|U3KPW8,HOMEZ
PG246622,tr|G3XAN8|G3XAN8_HUMAN Mitochondrial import inner membrane translocase subunit Tim8 B OS=Homo sapiens GN=TIMM8B PE=1 SV=1,98,35.71,35.71,0,2,7,3,0,1,1,0,8.82E-42,1,1,37474.60825,32148.47575,30812.38079,21975.47847,17745.20594,20180.81913,13999.53494,18348.81749,20533.0258,18793.76302,Q9Y5J9|G3XAN8,TIMM8B
PG253718,sp|Q9H7H0-3|MET17_HUMAN Isoform 3 of Methyltransferase-like protein 17; mitochondrial OS=Homo sapiens GN=METTL17,478,6.695,6.695,0,4,5,3,0,1,1,0,9.34E-42,1,1,6571.384833,5182.093935,5926.531715,5805.094197,6584.573333,5410.040491,5148.108442,6497.340147,6012.682316,4957.863734,Q9H7H0|Q9H7H0-2|Q9H7H0-3|G3V353,METTL17
PG250784,tr|E9PHG5|E9PHG5_HUMAN Cytochrome P450 20A1 OS=Homo sapiens GN=CYP20A1 PE=1 SV=1,470,8.085,8.085,0,2,3,3,0,1,1,0,1.16E-41,1,1,17069.86516,19326.56109,17509.45958,19415.08855,16212.12939,15112.4304,17584.7311,17908.10875,16228.79024,14781.67436,Q6UW02|E9PHG5,CYP20A1
PG249909,sp|Q9H425|CA198_HUMAN Uncharacterized protein C1orf198 OS=Homo sapiens GN=C1orf198 PE=1 SV=1,327,12.54,12.54,0,2,10,3,0,1,1,0,1.16E-41,1,1,9432.635733,9821.45892,7288.068168,9568.456773,9610.856753,9654.282663,7538.650504,8918.778039,9294.602588,7540.282777,Q9H425|Q9H425-3,C1orf198
PG246881,sp|Q96A57-2|TM230_HUMAN Isoform 1 of Transmembrane protein 230 OS=Homo sapiens GN=TMEM230,183,14.21,14.21,7.65,4,11,3,0,1,1,0,1.26E-41,1,1,10061.10109,6659.896231,8037.005691,7021.289198,8277.617561,7118.706943,8271.451781,7765.064135,10534.30117,9599.898477,Q96A57|Q96A57-2|A0A087WTT2|Q5JWB9,TMEM230
PG246924,sp|Q96Q45-3|TM237_HUMAN Isoform 3 of Transmembrane protein 237 OS=Homo sapiens GN=TMEM237,432,10.88,10.88,0,4,13,3,0,1,1,0,1.34E-41,1,1,7563.154686,7642.178775,7119.464956,7981.072352,7075.101665,6820.954735,8332.611503,9696.941069,10857.9024,8902.892393,Q96Q45|Q96Q45-2|Q96Q45-3|Q96Q45-5,TMEM237
PG242504,sp|Q14164|IKKE_HUMAN Inhibitor of nuclear factor kappa-B kinase subunit epsilon OS=Homo sapiens GN=IKBKE PE=1 SV=1,716,5.307,4.33,0,2,7,3,1,1,1,0,1.35E-41,1,1,4302.492205,3488.995612,3530.670176,3625.967815,3667.091788,4633.390836,5776.802767,4022.779446,4417.000275,5293.662961,Q14164|Q14164-2,IKBKE
PG257155,sp|Q7L945|ZN627_HUMAN Zinc finger protein 627 OS=Homo sapiens GN=ZNF627 PE=1 SV=1,461,9.544,2.82,0,1,16,3,2,1,1,0,1.84E-41,1,1,2854.184852,3322.686737,3479.617538,4919.497322,4585.890167,3831.37178,4265.569348,4455.682235,4074.567344,4794.665518,Q7L945,ZNF627
PG256085,sp|Q0VDG4|SCRN3_HUMAN Secernin-3 OS=Homo sapiens GN=SCRN3 PE=1 SV=1,424,9.198,9.198,0,2,5,3,0,1,1,0,1.86E-41,1,1,692.3805624,965.4926604,931.9569015,888.7034904,750.1766704,846.3767948,362.2750667,1115.230245,396.3171351,748.007998,Q0VDG4|Q0VDG4-2,SCRN3
PG243450,sp|Q8TCA0|LRC20_HUMAN Leucine-rich repeat-containing protein 20 OS=Homo sapiens GN=LRRC20 PE=1 SV=1,184,15.76,15.76,0,2,6,3,0,1,1,0,1.95E-41,1,1,31219.57976,31310.61614,29866.18292,29513.20722,31061.00474,32166.51273,31881.84471,32723.5848,34270.41102,35788.90283,Q8TCA0|X6RK58,LRRC20
