Protein Group Name,Representative Protein Description,Total Amino Acids,Sequence Coverage (%),Sequence Coverage Unshared only (%),Sequence Redundancy (%),Numbers of Proteins,# of PSMs,# of Unique Peptides,# Shared Peptides,# PSMs in Experiment,# Unique Seq in Experiment,# Shared Peptides in Experiment,P-Score,# Quantified PSMs,# Quantified Peptides,0minRep1 (TMT 126C PCN),0minRep2 (TMT 127N PCN),0minRep3 (TMT 127C PCN),0minRep4 (TMT 128N PCN),5minRep1 (TMT 128C PCN),5minRep2 (TMT 129N PCN),5minRep3 (TMT 129C PCN),60minRep1 (TMT 130N PCN),60minRep2 (TMT 130C PCN),60minRep3 (TMT 131N PCN),Uniprot IDs,Gene Names
PG247366,sp|Q6PID6|TTC33_HUMAN Tetratricopeptide repeat protein 33 OS=Homo sapiens GN=TTC33 PE=1 SV=2,262,28.63,28.63,5.344,1,47,7,0,1,1,0,4.76E-99,1,1,35736.93504,45428.87567,49404.80889,53464.61176,56454.23,52814.02702,50448.76083,64391.48646,59316.64937,59730.06878,Q6PID6,TTC33
PG242281,sp|Q3SXM5|HSDL1_HUMAN Inactive hydroxysteroid dehydrogenase-like protein 1 OS=Homo sapiens GN=HSDL1 PE=1 SV=3,330,22.42,22.42,0,1,20,7,0,1,1,0,4.82E-90,1,1,35806.08029,42632.48846,40557.15997,42350.27457,44512.51753,49071.13828,48922.39135,50078.1509,47816.16888,60448.0148,Q3SXM5,HSDL1
PG246736,tr|H3BP13|H3BP13_HUMAN Trafficking protein particle complex subunit 2-like protein OS=Homo sapiens GN=TRAPPC2L PE=1 SV=1,241,21.16,21.16,7.884,5,10,5,0,1,1,0,4.32E-63,1,1,35865.85346,41265.2212,40889.20421,44707.29896,39123.72535,46749.79739,47922.16175,61804.97463,47846.75645,55263.34212,Q9UL33|Q9UL33-2|A0A0B4J286|A0A0B4J294|H3BP13,TRAPPC2L
PG246684,sp|Q9BVT8|TMUB1_HUMAN Transmembrane and ubiquitin-like domain-containing protein 1 OS=Homo sapiens GN=TMUB1 PE=1 SV=1,246,8.943,8.943,0,3,11,2,0,1,1,0,6.30E-29,1,1,35911.86821,36180.28168,42333.8673,39412.02027,37917.26644,43786.11287,29776.64788,48460.28823,45825.82289,37189.2695,Q9BVT8|C9JE12|C9JCW7,TMUB1
PG246222,sp|Q16514|TAF12_HUMAN Transcription initiation factor TFIID subunit 12 OS=Homo sapiens GN=TAF12 PE=1 SV=1,161,23.6,23.6,13.04,2,30,6,0,1,1,0,7.31E-72,1,1,35940.62179,36327.30927,41090.03036,44932.89292,40887.33086,45894.78485,48739.53551,56428.24967,59459.8388,57451.03736,Q16514|Q16514-2,TAF12
PG248049,sp|P16219|ACADS_HUMAN Short-chain specific acyl-CoA dehydrogenase; mitochondrial OS=Homo sapiens GN=ACADS PE=1 SV=1,412,15.53,15.53,0,2,7,5,0,1,1,0,5.65E-74,1,1,35996.05861,36079.63258,36386.24392,43565.85569,33649.48715,50734.40407,28210.76336,41163.65104,33670.71926,34522.83836,P16219|E9PE82,ACADS
PG247106,sp|Q15650|TRIP4_HUMAN Activating signal cointegrator 1 OS=Homo sapiens GN=TRIP4 PE=1 SV=4,581,4.647,4.647,0,2,5,3,0,1,1,0,3.35E-41,1,1,36078.00726,35407.62501,38723.12389,36195.14443,40925.44181,40864.21202,45951.5802,50288.10548,44539.14245,48767.04977,Q15650|H0YL91,TRIP4
PG250796,sp|Q9H0L4|CSTFT_HUMAN Cleavage stimulation factor subunit 2 tau variant OS=Homo sapiens GN=CSTF2T PE=1 SV=1,616,17.53,6.169,0,1,29,9,5,5,4,3,4.84E-115,2,1,36330.75888,39787.36136,35966.70002,43109.48193,46345.55356,47166.42449,43183.97405,44682.21816,40256.28663,57798.64982,Q9H0L4,CSTF2T
PG254837,sp|Q9H875|PKRI1_HUMAN PRKR-interacting protein 1 OS=Homo sapiens GN=PRKRIP1 PE=1 SV=1,184,20.65,20.65,0,1,8,4,0,1,1,0,1.99E-62,1,1,36521.04649,42444.00802,38690.44636,47728.90172,51282.24618,60953.42716,52319.48998,59613.96523,58238.30105,66205.19533,Q9H875,PRKRIP1
PG242631,sp|Q14240-2|IF4A2_HUMAN Isoform 2 of Eukaryotic initiation factor 4A-II OS=Homo sapiens GN=EIF4A2,408,55.15,22.06,7.598,2,119,24,17,16,12,10,0,1,1,36554.73304,43240.10104,41631.3237,43474.75382,38076.02641,54691.01292,50204.33837,59062.10866,68039.68048,65458.68068,Q14240|Q14240-2,EIF4A2
PG256511,sp|Q9NP77|SSU72_HUMAN RNA polymerase II subunit A C-terminal domain phosphatase SSU72 OS=Homo sapiens GN=SSU72 PE=1 SV=1,194,40.21,40.21,0,1,19,6,0,1,1,0,1.05E-93,1,1,36584.80197,41434.5626,38990.91827,47314.60098,51722.00919,53080.77209,46721.43114,49953.40371,54862.09642,59592.32306,Q9NP77,SSU72
PG246621,sp|Q9BSF4|TIM29_HUMAN Mitochondrial import inner membrane translocase subunit Tim29 OS=Homo sapiens GN=TIMM29 PE=1 SV=2,260,26.54,26.54,0,1,9,5,0,1,1,0,4.13E-64,1,1,36836.99598,36460.99588,45653.76868,43681.66147,46378.91525,44735.78375,46429.18411,53093.56103,54789.28384,55805.3061,Q9BSF4,TIMM29
PG254196,sp|Q86WQ0-2|NR2CA_HUMAN Isoform 2 of Nuclear receptor 2C2-associated protein OS=Homo sapiens GN=NR2C2AP,167,19.76,19.76,0,2,8,3,0,1,1,0,8.24E-44,1,1,37039.61432,44605.42988,48765.6022,48638.54149,42541.70021,49121.93319,47067.08169,60472.96113,62616.20917,66753.21247,Q86WQ0|Q86WQ0-2,NR2C2AP
PG247573,sp|O75554|WBP4_HUMAN WW domain-binding protein 4 OS=Homo sapiens GN=WBP4 PE=1 SV=1,376,14.89,14.89,4.255,2,19,7,0,1,1,0,5.72E-88,1,1,37082.11717,40291.51442,46833.09808,50607.83433,50279.67555,53590.52661,49521.13625,51600.56184,62760.2917,60595.73522,O75554|O75554-2,WBP4
PG251275,sp|Q9Y324|FCF1_HUMAN rRNA-processing protein FCF1 homolog OS=Homo sapiens GN=FCF1 PE=2 SV=1,198,28.28,28.28,0,3,11,5,0,1,1,0,1.21E-69,1,1,37269.70188,37723.86381,43703.24791,37157.94966,42983.70297,51997.40265,39298.18865,56067.14964,52031.7372,53351.4801,Q9Y324|G3V1S4|G3V5S9,FCF1
PG243026,sp|Q8IU85|KCC1D_HUMAN Calcium/calmodulin-dependent protein kinase type 1D OS=Homo sapiens GN=CAMK1D PE=1 SV=1,385,4.935,4.935,0,3,4,2,0,1,1,0,1.22E-25,1,1,37316.03408,33945.96363,32330.05536,38616.64757,43685.86076,57700.05107,43570.56841,55723.2317,41164.40469,56288.69629,Q8IU85|Q8IU85-2|A0A087WUR6,CAMK1D
PG255985,sp|Q9NR46-2|SHLB2_HUMAN Isoform 2 of Endophilin-B2 OS=Homo sapiens GN=SH3GLB2,404,5.198,5.198,0,4,3,2,0,1,1,0,3.80E-27,1,1,37249.7512,51495.31371,56356.13059,53609.237,57329.27068,54904.90806,56474.08663,56475.62727,57799.16299,68435.01364,Q9NR46|Q9NR46-2|B7ZC39|B7ZC38,SH3GLB2
PG250862,sp|Q49B96|COX19_HUMAN Cytochrome c oxidase assembly protein COX19 OS=Homo sapiens GN=COX19 PE=1 SV=1,90,17.78,17.78,0,1,3,2,0,1,1,0,4.72E-23,1,1,37413.04799,40654.78053,41815.04436,44375.24559,44153.90486,50293.99837,46513.52266,46478.5952,51427.62333,56811.33647,Q49B96,COX19
PG249381,sp|O60566-3|BUB1B_HUMAN Isoform 3 of Mitotic checkpoint serine/threonine-protein kinase BUB1 beta OS=Homo sapiens GN=BUB1B,1064,12.5,12.5,1.88,2,31,15,0,1,1,0,9.48E-170,1,1,37435.50799,37178.59024,36438.52141,40172.49016,42116.89254,34563.59075,38935.54892,47881.60041,47736.3197,44662.0128,O60566|O60566-3,BUB1B
PG248206,sp|Q66LE6|2ABD_HUMAN Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B delta isoform OS=Homo sapiens GN=PPP2R2D PE=1 SV=1,453,24.28,12.8,0,1,17,9,4,4,4,3,2.64E-110,1,1,37590.67584,40722.94813,46400.20031,45134.79795,42533.98513,53441.30836,44340.38495,49857.21962,52833.0816,59617.17289,Q66LE6,PPP2R2D
PG255440,sp|Q8N5N7|RM50_HUMAN 39S ribosomal protein L50; mitochondrial OS=Homo sapiens GN=MRPL50 PE=1 SV=2,158,50.63,50.63,8.228,1,19,7,0,1,1,0,2.19E-112,1,1,37640.13509,44424.62314,41973.58378,47347.14455,43787.90664,47913.70682,46027.33929,52628.44304,53229.5562,58308.06138,Q8N5N7,MRPL50
PG264782,tr|E9PR30|E9PR30_HUMAN 40S ribosomal protein S30 OS=Homo sapiens GN=FAU PE=1 SV=1,98,52.04,19.39,12.24,1,30,8,7,5,4,3,3.72E-108,1,1,37652.61596,45246.50354,42300.65731,52208.69539,63064.50476,56742.70212,63334.61568,58856.94299,60510.84181,68023.46788,E9PR30,FAU
PG254088,sp|Q13496|MTM1_HUMAN Myotubularin OS=Homo sapiens GN=MTM1 PE=1 SV=2,603,10.28,10.28,0,2,11,5,0,1,1,0,4.88E-61,1,1,37977.00446,42643.83948,40939.71721,43623.3469,50684.04778,46525.40381,43719.17712,53234.94689,52712.10619,51677.02382,Q13496|Q13496-2,MTM1
PG243483,sp|Q93052|LPP_HUMAN Lipoma-preferred partner OS=Homo sapiens GN=LPP PE=1 SV=1,612,13.56,13.56,7.516,1,12,9,0,1,1,0,4.67E-110,1,1,38025.49415,69409.90664,32626.51586,49241.25152,52016.70387,70226.98746,52887.45929,59623.97653,60302.40144,64064.83063,Q93052,LPP
PG250083,tr|E9PL17|E9PL17_HUMAN Polyribonucleotide 5'-hydroxyl-kinase Clp1 OS=Homo sapiens GN=CLP1 PE=1 SV=1,436,14.68,14.68,0,2,13,6,0,1,1,0,2.73E-81,1,1,38058.13118,39894.53538,36151.48272,43067.7583,43151.78871,50704.63322,46284.48779,53976.1051,47665.34745,63248.71907,Q92989|E9PL17,CLP1
PG259778,tr|D3DSM0|D3DSM0_HUMAN Integrin beta OS=Homo sapiens GN=ITGB2 PE=1 SV=1,712,33.15,2.528,1.685,1,54,19,18,10,10,9,9.79E-285,1,1,38094.12828,44335.46938,39592.34469,36897.67844,42713.23802,50678.68786,45416.35912,69035.53944,70183.44603,74165.76877,D3DSM0,ITGB2
PG245652,sp|Q969S9|RRF2M_HUMAN Ribosome-releasing factor 2; mitochondrial OS=Homo sapiens GN=GFM2 PE=1 SV=1,779,9.371,9.371,0,3,8,6,0,1,1,0,4.73E-78,1,1,38132.01963,41648.64083,45694.81976,49400.74917,45268.73939,53090.22607,47529.72463,58911.253,50971.62991,65746.27847,Q969S9|Q969S9-2|Q969S9-3,GFM2
PG250335,tr|E5RJF8|E5RJF8_HUMAN Centrin-3 OS=Homo sapiens GN=CETN3 PE=1 SV=1,191,29.84,26.7,12.57,3,22,6,1,4,2,1,2.44E-80,2,1,38272.01283,41123.40744,42022.07707,53359.46084,42039.12964,45084.62575,40344.56376,54661.40478,52677.00031,55196.5618,O15182|E5RJF8|E5RK82,CETN3
PG256810,sp|P16989-2|YBOX3_HUMAN Isoform 2 of Y-box-binding protein 3 OS=Homo sapiens GN=YBX3,303,66.34,7.921,22.77,1,50,15,14,13,8,7,6.37E-207,1,1,38307.27349,45090.32907,41924.69891,41070.35716,44204.50194,42408.36121,53091.92523,45066.65007,53858.00589,61695.36665,P16989-2,YBX3
PG256326,sp|P12931-2|SRC_HUMAN Isoform 2 of Proto-oncogene tyrosine-protein kinase Src OS=Homo sapiens GN=SRC,542,14.21,7.565,0,2,29,7,4,3,3,2,4.92E-82,1,1,38345.85741,43481.43179,40795.36634,50781.28189,56455.49932,60677.49201,52884.11371,68681.51808,52047.55332,61029.1361,P12931|P12931-2,SRC
PG251715,sp|Q9H410|DSN1_HUMAN Kinetochore-associated protein DSN1 homolog OS=Homo sapiens GN=DSN1 PE=1 SV=2,356,39.33,39.33,13.2,2,77,14,0,1,1,0,1.70E-192,1,1,38489.38382,45121.33942,44955.73301,49322.58016,45752.14962,47297.70434,50865.6381,57443.18103,57199.152,59830.00684,Q9H410|Q9H410-4,DSN1
PG257003,sp|Q9H6S0|YTDC2_HUMAN Probable ATP-dependent RNA helicase YTHDC2 OS=Homo sapiens GN=YTHDC2 PE=1 SV=2,1430,12.8,12.8,2.517,1,43,18,0,1,1,0,2.97E-221,1,1,38542.40847,39223.74702,40567.02819,46962.54806,44145.43799,52413.55913,43332.75889,47866.50592,50981.3729,41942.01259,Q9H6S0,YTHDC2
PG245032,sp|P04049|RAF1_HUMAN RAF proto-oncogene serine/threonine-protein kinase OS=Homo sapiens GN=RAF1 PE=1 SV=1,648,24.23,16.82,6.327,1,56,14,5,1,1,0,9.33E-203,1,1,38591.68505,40192.79213,41196.46994,41595.54031,43024.8177,45416.89924,47972.99576,59506.15308,52904.73585,63058.19784,P04049,RAF1
PG253352,sp|Q9NU23|LYRM2_HUMAN LYR motif-containing protein 2 OS=Homo sapiens GN=LYRM2 PE=1 SV=1,88,40.91,40.91,0,1,9,4,0,1,1,0,6.69E-48,1,1,38927.06767,49214.92575,44425.36695,50070.28063,44220.36644,57303.35781,45669.30293,52881.72673,51837.93838,55269.66174,Q9NU23,LYRM2
PG247492,sp|P49459|UBE2A_HUMAN Ubiquitin-conjugating enzyme E2 A OS=Homo sapiens GN=UBE2A PE=1 SV=2,152,31.58,18.42,6.579,2,8,4,1,1,1,0,1.78E-59,1,1,38956.84469,48605.76096,45784.23606,56737.67472,56198.21928,51529.93867,46718.79302,69582.50058,64245.11201,73704.12943,P49459|A0A0D9SG71,UBE2A
PG255696,sp|O15127|SCAM2_HUMAN Secretory carrier-associated membrane protein 2 OS=Homo sapiens GN=SCAMP2 PE=1 SV=2,329,10.03,10.03,2.128,1,12,4,0,1,1,0,6.86E-46,1,1,39091.1009,37137.94904,39683.08921,42419.26285,42640.72603,50698.80354,49335.03676,55531.41699,46890.11426,56512.18844,O15127,SCAMP2
PG248430,sp|P31751|AKT2_HUMAN RAC-beta serine/threonine-protein kinase OS=Homo sapiens GN=AKT2 PE=1 SV=2,481,34.3,28.48,8.316,1,54,16,4,1,1,0,5.90E-214,1,1,39217.47513,46002.74715,42744.55176,38966.7618,38782.55089,43272.83767,39334.4668,60442.83491,66034.66588,67204.59328,P31751,AKT2
PG257468,sp|O95229|ZWINT_HUMAN ZW10 interactor OS=Homo sapiens GN=ZWINT PE=1 SV=2,277,10.11,3.249,0,1,5,3,2,1,1,0,2.77E-39,1,1,39292.0085,31382.91467,40461.88585,48356.0694,48367.26578,40454.14238,42528.61653,49347.35512,46720.38061,61026.47155,O95229,ZWINT
PG244622,sp|Q9H0J9|PAR12_HUMAN Poly [ADP-ribose] polymerase 12 OS=Homo sapiens GN=PARP12 PE=1 SV=1,701,15.12,13.98,3.566,1,17,10,1,1,1,0,2.43E-126,1,1,39579.58875,38952.88631,34946.31659,40287.65481,34664.17825,47172.98887,45268.58155,47392.98248,48304.29251,54509.02498,Q9H0J9,PARP12
PG242272,sp|Q00839|HNRPU_HUMAN Heterogeneous nuclear ribonucleoprotein U OS=Homo sapiens GN=HNRNPU PE=1 SV=6,825,59.27,2.303,30.91,1,358,61,60,78,42,41,0,1,1,39748.33323,43065.504,49100.93849,51086.69423,55383.42023,43286.57007,53428.61182,65042.91267,63135.5753,60032.56489,Q00839,HNRNPU
PG255056,sp|O75400-2|PR40A_HUMAN Isoform 2 of Pre-mRNA-processing factor 40 homolog A OS=Homo sapiens GN=PRPF40A,930,32.15,4.624,9.462,1,118,35,32,8,8,7,0,1,1,39767.25331,45964.55157,44057.45401,52352.52102,49121.29916,54946.66971,60081.39065,61240.78215,65098.94946,75536.31558,O75400-2,PRPF40A
PG256575,sp|Q92995|UBP13_HUMAN Ubiquitin carboxyl-terminal hydrolase 13 OS=Homo sapiens GN=USP13 PE=1 SV=2,863,16.11,14.83,1.159,2,34,10,2,1,1,0,1.23E-147,1,1,39754.11378,40740.97354,48806.29154,49066.25438,45535.25375,48617.67069,45929.71963,54694.19461,56638.39983,61126.38064,Q92995|Q92995-2,USP13
PG250891,sp|Q9BR76|COR1B_HUMAN Coronin-1B OS=Homo sapiens GN=CORO1B PE=1 SV=1,489,10.84,10.84,0,1,12,5,0,1,1,0,1.79E-54,1,1,39832.30026,42617.35638,38794.30206,45743.54643,43992.76774,51841.66051,41869.72843,66360.7127,65620.42657,70467.78838,Q9BR76,CORO1B
PG244283,sp|Q8NC60|NOA1_HUMAN Nitric oxide-associated protein 1 OS=Homo sapiens GN=NOA1 PE=1 SV=2,698,15.9,15.9,0,1,19,9,0,1,1,0,5.82E-113,1,1,40110.39979,48404.16369,43203.61809,43804.14659,43683.91274,59560.45433,59195.33499,56973.30093,61363.95936,81799.66241,Q8NC60,NOA1
PG242618,sp|Q6P9B9|INT5_HUMAN Integrator complex subunit 5 OS=Homo sapiens GN=INTS5 PE=1 SV=1,1019,11.29,11.29,0.9814,1,27,11,0,1,1,0,1.02E-165,1,1,40144.01889,47896.82275,36292.35443,51343.90121,53946.3884,57887.1085,43346.31226,62258.4985,55912.81797,59390.88296,Q6P9B9,INTS5
PG243493,sp|Q86WA8|LONP2_HUMAN Lon protease homolog 2; peroxisomal OS=Homo sapiens GN=LONP2 PE=1 SV=1,852,15.96,15.96,0,1,17,11,0,1,1,0,2.89E-137,1,1,40209.13593,47124.21213,44370.79084,40392.46158,44276.71286,57054.22552,52301.36679,58674.2105,51746.46256,60672.61332,Q86WA8,LONP2
PG257797,tr|C9JKA9|C9JKA9_HUMAN Kinesin-like protein KIF15 OS=Homo sapiens GN=KIF15 PE=1 SV=1,1023,33.63,5.083,4.203,1,90,34,29,6,6,5,0,1,1,40213.57357,42687.69881,43537.38063,47655.8791,45783.31481,51800.71838,44762.17834,54942.21762,47808.37991,55224.71192,C9JKA9,KIF15
PG251000,sp|Q9BVC3|DCC1_HUMAN Sister chromatid cohesion protein DCC1 OS=Homo sapiens GN=DSCC1 PE=1 SV=2,393,27.48,27.48,3.817,1,18,9,0,1,1,0,5.01E-122,1,1,40208.20076,46987.85432,50460.76997,47164.88526,53238.07745,47973.19644,42261.64705,51235.70237,57490.47812,59705.05096,Q9BVC3,DSCC1
PG251357,sp|Q8WVX9|FACR1_HUMAN Fatty acyl-CoA reductase 1 OS=Homo sapiens GN=FAR1 PE=1 SV=1,515,21.75,21.75,0,1,25,8,0,1,1,0,1.44E-121,1,1,40247.59419,42541.44337,46482.70627,41844.31033,59864.96037,46013.08291,48607.17428,58338.67361,55053.18345,61077.38765,Q8WVX9,FAR1
PG256667,sp|Q9Y6I9|TX264_HUMAN Testis-expressed protein 264 OS=Homo sapiens GN=TEX264 PE=1 SV=1,313,17.25,17.25,0,2,16,4,0,1,1,0,9.68E-59,1,1,40281.67055,43893.97313,48723.08131,29582.35112,39482.31631,41053.91157,41277.30688,50877.443,65876.68877,69145.22667,Q9Y6I9|A0A087WTU3,TEX264
PG245143,sp|Q8WUD1|RAB2B_HUMAN Ras-related protein Rab-2B OS=Homo sapiens GN=RAB2B PE=1 SV=1,216,47.22,11.57,9.722,2,37,10,8,4,4,3,1.60E-151,1,1,40576.2958,43401.26498,45100.0667,41977.5729,43696.64824,49386.38087,43046.72474,53110.03444,52191.74952,52409.32366,Q8WUD1|Q5HYI5,RAB2B|DKFZp313C1541
PG243409,sp|Q53H82|LACB2_HUMAN Endoribonuclease LACTB2 OS=Homo sapiens GN=LACTB2 PE=1 SV=2,288,30.21,30.21,0,1,9,7,0,1,1,0,3.02E-96,1,1,40657.6004,42697.63616,45446.54393,49908.45976,57544.76922,77229.40833,53598.56415,62063.81097,59612.87405,55386.79195,Q53H82,LACTB2
PG242241,sp|Q15651-2|HMGN3_HUMAN Isoform 2 of High mobility group nucleosome-binding domain-containing protein 3 OS=Homo sapiens GN=HMGN3,77,51.95,12.99,31.17,1,23,8,7,10,6,5,3.68E-94,1,1,40849.03915,38750.21674,37654.62514,31731.16265,46674.34713,52015.14053,53975.6383,50578.65755,39785.99403,56453.49879,Q15651-2,HMGN3
PG247618,sp|Q01831|XPC_HUMAN DNA repair protein complementing XP-C cells OS=Homo sapiens GN=XPC PE=1 SV=4,940,21.91,21.91,2.234,1,39,15,0,1,1,0,1.09E-212,1,1,40852.4337,42710.6794,41993.28254,34058.17679,45145.04371,54235.0444,42225.89171,49231.78893,56659.63954,61021.18879,Q01831,XPC
PG248538,sp|Q9ULX6|AKP8L_HUMAN A-kinase anchor protein 8-like OS=Homo sapiens GN=AKAP8L PE=1 SV=3,646,15.33,5.573,1.858,1,32,10,7,5,5,4,1.31E-133,1,1,41050.80935,41579.71499,47883.61785,56876.34045,56622.89744,45020.99628,50542.86097,62297.67672,65625.11403,70736.22456,Q9ULX6,AKAP8L
PG245876,sp|Q9NRS6|SNX15_HUMAN Sorting nexin-15 OS=Homo sapiens GN=SNX15 PE=1 SV=1,342,28.65,28.65,0,1,21,7,0,1,1,0,6.63E-96,1,1,41132.20414,42478.2421,41275.18528,46539.95189,46999.7663,55877.18262,49107.47558,65684.02289,47231.78456,50337.03246,Q9NRS6,SNX15
PG258256,tr|A8K070|A8K070_HUMAN COP9 signalosome complex subunit 1 OS=Homo sapiens GN=GPS1 PE=1 SV=1,526,34.79,1.901,13.5,3,84,19,18,6,5,4,4.91E-283,2,1,41148.83218,48989.80727,54402.81999,51800.76192,52881.09322,52532.81564,44807.06112,62843.89197,57221.37007,63661.33065,A8K070|A0A096LPJ3|A0A096LP07,GPS1
PG243295,sp|Q9NXV2|KCTD5_HUMAN BTB/POZ domain-containing protein KCTD5 OS=Homo sapiens GN=KCTD5 PE=1 SV=1,234,14.53,6.838,0,1,4,2,1,1,1,0,1.72E-32,1,1,41198.92805,42339.65284,44365.7492,50278.95362,46254.84562,48424.293,53175.24473,67035.44497,57172.19099,58646.55209,Q9NXV2,KCTD5
PG242865,sp|Q16774-3|KGUA_HUMAN Isoform 3 of Guanylate kinase OS=Homo sapiens GN=GUK1,241,46.47,46.47,0,4,19,7,0,1,1,0,3.61E-106,1,1,41222.82676,46754.92012,52143.54272,47214.3777,58069.71537,42034.4775,48869.63209,46655.07622,73793.88287,73422.88023,Q16774-2|Q16774-3|B1ANG9|B1ANH0,GUK1
PG250122,sp|P09564|CD7_HUMAN T-cell antigen CD7 OS=Homo sapiens GN=CD7 PE=1 SV=1,240,24.17,24.17,6.25,1,20,5,0,1,1,0,7.52E-70,1,1,41387.5147,39474.23361,44821.27566,50756.26693,48664.09925,48831.69494,49761.83539,56747.43717,48040.07895,46892.65366,P09564,CD7
PG246521,sp|P20226|TBP_HUMAN TATA-box-binding protein OS=Homo sapiens GN=TBP PE=1 SV=2,339,16.81,16.81,0,3,10,4,0,1,1,0,2.86E-51,1,1,41515.60799,45694.70567,51250.12992,43106.40784,42613.54081,49492.77825,61108.74164,51103.42149,64603.17759,86953.78543,P20226|P20226-2|Q32MN6,TBP
PG250721,sp|Q9BRF8|CPPED_HUMAN Serine/threonine-protein phosphatase CPPED1 OS=Homo sapiens GN=CPPED1 PE=1 SV=3,314,22.93,22.93,3.503,1,16,6,0,1,1,0,6.44E-83,1,1,41556.80995,54249.38609,40907.86546,41374.61514,49051.68249,74229.68823,49861.76805,59974.31697,68428.7504,79195.50357,Q9BRF8,CPPED1
PG249539,sp|Q10589|BST2_HUMAN Bone marrow stromal antigen 2 OS=Homo sapiens GN=BST2 PE=1 SV=1,180,13.89,13.89,0,2,4,2,0,1,1,0,5.62E-30,1,1,41648.81684,40219.20045,36001.22354,40989.74659,51120.21117,56984.74754,57689.49233,83424.94841,59512.71615,59706.46433,Q10589|Q10589-2,BST2
PG256102,sp|Q8NEM2|SHCBP_HUMAN SHC SH2 domain-binding protein 1 OS=Homo sapiens GN=SHCBP1 PE=1 SV=3,672,18.45,18.45,1.637,1,19,10,0,1,1,0,2.86E-143,1,1,41649.16094,42032.56739,43795.34539,53839.50212,48918.35938,56417.49353,57587.73253,68506.84549,66427.51392,74139.98055,Q8NEM2,SHCBP1
PG248353,sp|O00767|ACOD_HUMAN Acyl-CoA desaturase OS=Homo sapiens GN=SCD PE=1 SV=2,359,13.09,13.09,3.621,1,13,4,0,1,1,0,3.24E-49,1,1,41709.03018,43323.81601,42566.46016,44260.28027,59891.37483,51664.21536,63218.22791,71190.90075,74287.77109,82048.83852,O00767,SCD
PG254600,tr|C9JFV4|C9JFV4_HUMAN Proline-; glutamic acid- and leucine-rich protein 1 OS=Homo sapiens GN=PELP1 PE=1 SV=2,1180,21.78,21.78,2.797,2,61,24,0,1,1,0,0,1,1,41710.19251,46550.00042,46308.23289,55127.6334,53236.19018,44244.08983,48835.40208,65068.52357,59681.80027,60637.37173,Q8IZL8|C9JFV4,PELP1
PG243359,tr|B5MDU6|B5MDU6_HUMAN Lipid droplet-associated hydrolase OS=Homo sapiens GN=LDAH PE=1 SV=1,370,27.03,27.03,2.162,3,19,9,0,1,1,0,1.07E-109,1,1,41967.46794,43843.2574,45143.4749,49701.64642,54239.4831,57912.63307,47764.89733,57780.86158,58301.21909,69271.59592,Q9H6V9|Q9H6V9-2|B5MDU6,LDAH
PG244656,sp|P51003|PAPOA_HUMAN Poly(A) polymerase alpha OS=Homo sapiens GN=PAPOLA PE=1 SV=4,745,42.68,38.93,4.027,2,75,26,3,1,1,0,0,1,1,42142.72618,43831.46075,38433.51109,47151.41958,43975.73746,46231.78632,44787.53568,57064.3502,57178.55641,66214.68345,P51003|G3XAH6,PAPOLA
PG249851,sp|P35219|CAH8_HUMAN Carbonic anhydrase-related protein OS=Homo sapiens GN=CA8 PE=1 SV=3,290,35.86,35.86,4.828,1,21,8,0,1,1,0,2.68E-114,1,1,42404.9355,53267.0721,50092.00813,53365.91947,51905.33048,64040.48642,55818.74656,64383.91294,65947.30918,73859.70449,P35219,CA8
PG249606,sp|Q69YH5|CDCA2_HUMAN Cell division cycle-associated protein 2 OS=Homo sapiens GN=CDCA2 PE=1 SV=2,1023,20.04,20.04,0,2,36,14,0,1,1,0,3.55E-187,1,1,42896.6383,42194.76737,35411.49009,32680.9444,44514.21858,43612.20864,44071.27816,59769.57671,60329.71428,59711.17364,Q69YH5|E9PEI0,CDCA2
PG248140,sp|P10109|ADX_HUMAN Adrenodoxin; mitochondrial OS=Homo sapiens GN=FDX1 PE=1 SV=1,184,12.5,12.5,0,1,12,2,0,1,1,0,9.20E-29,1,1,43114.99832,48532.69789,39188.08726,50750.0644,46174.4248,51470.14229,49454.73833,52589.1957,64180.36987,65675.49408,P10109,FDX1
PG245957,sp|P11831|SRF_HUMAN Serum response factor OS=Homo sapiens GN=SRF PE=1 SV=1,508,9.449,9.449,2.953,1,18,4,0,1,1,0,1.38E-59,1,1,43120.17508,47724.73045,57534.48255,54207.68652,48025.62946,55538.0222,54057.88543,53283.68951,61637.54783,77021.80882,P11831,SRF
PG242668,sp|P31785|IL2RG_HUMAN Cytokine receptor common subunit gamma OS=Homo sapiens GN=IL2RG PE=1 SV=1,369,10.3,10.3,0,1,8,3,0,1,1,0,8.38E-43,1,1,43173.02712,45899.59921,49031.91672,41552.84551,54476.68109,53166.92617,57837.7858,65659.63834,70159.4891,70140.67414,P31785,IL2RG
PG254136,sp|Q8WV22|NSE1_HUMAN Non-structural maintenance of chromosomes element 1 homolog OS=Homo sapiens GN=NSMCE1 PE=1 SV=5,266,18.42,18.42,0,1,12,4,0,1,1,0,3.60E-58,1,1,43443.29031,44199.44405,50990.07172,51445.09745,50770.71226,52091.15328,50890.28734,69371.82505,71460.49174,63687.50698,Q8WV22,NSMCE1
