Protein Group Name,Representative Protein Description,Total Amino Acids,Sequence Coverage (%),Sequence Coverage Unshared only (%),Sequence Redundancy (%),Numbers of Proteins,# of PSMs,# of Unique Peptides,# Shared Peptides,# PSMs in Experiment,# Unique Seq in Experiment,# Shared Peptides in Experiment,P-Score,# Quantified PSMs,# Quantified Peptides,WT_0Min_(TMT 126C PCN),WT_0Min_(TMT 127N PCN),_Genome_0Min_(TMT 127C PCN),_Genome_0Min_(TMT 127C PCN),WT_60Min_(TMT 128C PCN),WT_60Min_(TMT 128C PCN),_Env_60Min_(TMT 129C PCN),_Env_60Min_(TMT 130N PCN),_Genome_60Min_(TMT 130C PCN),_Genome_60Min_(TMT 131N PCN),Uniprot IDs,Gene Names
PG253857,sp|Q8WV92|MITD1_HUMAN MIT domain-containing protein 1 OS=Homo sapiens GN=MITD1 PE=1 SV=1,249,11.65,11.65,0,2,5,2,0,1,1,0,2.87E-26,1,1,16385.7946,16843.97923,14966.63186,17558.71743,17389.74988,16549.61964,16828.15491,17331.26312,13678.6995,12862.686,Q8WV92|H7C3Q6,MITD1
PG247297,sp|Q70CQ3|UBP30_HUMAN Ubiquitin carboxyl-terminal hydrolase 30 OS=Homo sapiens GN=USP30 PE=1 SV=1,517,3.868,3.868,3.288,3,2,2,0,1,1,0,3.07E-26,1,1,4873.783082,4826.128559,4597.720055,4378.514084,3928.41268,5652.640794,4933.291841,5751.284301,4465.504397,5390.323464,Q70CQ3|B3KUS5|F5H8D3,USP30
PG255035,tr|A0A087WWZ6|A0A087WWZ6_HUMAN PR domain-containing protein 11 OS=Homo sapiens GN=PRDM11 PE=1 SV=1,1177,2.549,2.549,0,3,4,3,0,1,1,0,3.19E-26,1,1,22822.43925,24027.70186,22426.81677,24057.87874,28000.86124,26906.96165,27155.99954,25366.43782,25241.12066,25482.70867,Q9NQV5|Q9NQV5-2|A0A087WWZ6,PRDM11
PG245542,sp|O14593|RFXK_HUMAN DNA-binding protein RFXANK OS=Homo sapiens GN=RFXANK PE=1 SV=2,260,15,15,0,4,5,2,0,1,1,0,3.74E-26,1,1,14049.05702,15068.71181,13989.53491,12918.79289,14340.55949,13903.94266,14402.94113,12858.82557,14841.76723,14619.29624,O14593|O14593-2|O14593-3|A0A024R7P0,RFXANK
PG247627,sp|P04004|VTNC_HUMAN Vitronectin OS=Homo sapiens GN=VTN PE=1 SV=1,478,4.812,4.812,0,1,4,2,0,1,1,0,4.31E-26,1,1,17285.04751,19612.04215,10781.86972,10296.7924,16046.21715,15299.20153,15909.00188,16865.33994,12904.5088,11092.10226,P04004,VTN
PG247827,sp|Q9Y3C0|WASC3_HUMAN WASH complex subunit 3 OS=Homo sapiens GN=WASHC3 PE=1 SV=1,194,10.82,10.82,0,5,5,2,0,1,1,0,4.85E-26,1,1,10125.52704,9777.753953,8470.603807,7805.890022,9250.55093,7266.318907,7148.384998,9563.256232,9290.327517,8872.210562,Q9Y3C0|F5GWI9|F5GXZ7|H0YGN0|F5GZ97,WASHC3
PG243749,sp|O60669|MOT2_HUMAN Monocarboxylate transporter 2 OS=Homo sapiens GN=SLC16A7 PE=1 SV=2,478,3.556,3.556,0,1,10,2,0,1,1,0,4.94E-26,1,1,32911.82562,28604.43692,25080.06863,25982.3074,25796.54564,24691.40411,25454.7202,24382.86785,24675.29404,21881.91416,O60669,SLC16A7
PG242913,sp|P19827|ITIH1_HUMAN Inter-alpha-trypsin inhibitor heavy chain H1 OS=Homo sapiens GN=ITIH1 PE=1 SV=3,911,2.415,2.415,0,1,3,2,0,1,1,0,5.80E-26,1,1,5326.421429,5682.093613,7190.732605,3905.016567,19905.48563,22959.33876,20926.53728,21567.24708,24431.81499,19650.59567,P19827,ITIH1
PG253831,sp|Q9HAP2|MLXIP_HUMAN MLX-interacting protein OS=Homo sapiens GN=MLXIP PE=1 SV=2,919,1.632,1.632,0.6529,5,3,2,0,1,1,0,6.03E-26,1,1,1138.13426,943.4636053,1574.246867,1465.112565,662.592793,978.1045259,1299.748436,1433.472839,2208.269121,1022.841204,Q9HAP2|Q9HAP2-2|Q9HAP2-3|Q9HAP2-4|Q9HAP2-5,MLXIP
PG248391,sp|Q92685|ALG3_HUMAN Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1;3-mannosyltransferase OS=Homo sapiens GN=ALG3 PE=1 SV=1,438,5.023,5.023,0,2,4,2,0,1,1,0,6.64E-26,1,1,7198.85474,7457.818149,8423.59223,8807.457838,7056.688629,8008.392451,8704.039881,7500.491064,8727.431392,9673.457111,Q92685|H7C0X4,ALG3
PG255873,sp|P19793|RXRA_HUMAN Retinoic acid receptor RXR-alpha OS=Homo sapiens GN=RXRA PE=1 SV=1,462,3.896,1.948,0,2,3,2,1,2,2,1,8.91E-26,1,1,14464.76698,14470.48674,16260.16368,14921.14929,13321.71911,16692.95765,13539.28472,13899.15471,17065.50644,18644.89714,P19793|P19793-2,RXRA
PG243633,sp|Q13164|MK07_HUMAN Mitogen-activated protein kinase 7 OS=Homo sapiens GN=MAPK7 PE=1 SV=2,816,2.328,1.593,0,4,4,2,1,2,2,1,1.07E-25,1,1,8179.291635,8231.16351,8750.63456,8124.00333,9503.097582,8531.745277,7450.009715,8513.882696,12433.11965,11063.51198,Q13164|Q13164-2|Q13164-3|Q13164-4,MAPK7
PG243378,sp|Q8WV93|LACE1_HUMAN Lactation elevated protein 1 OS=Homo sapiens GN=LACE1 PE=1 SV=2,481,5.821,5.821,0,1,2,2,0,1,1,0,1.19E-25,1,1,5269.607969,5181.544116,6639.871431,7969.142426,5080.065676,7961.898859,7460.707819,6425.987247,7527.866318,7839.556169,Q8WV93,LACE1
PG255396,sp|P05386|RLA1_HUMAN 60S acidic ribosomal protein P1 OS=Homo sapiens GN=RPLP1 PE=1 SV=1,114,28.95,14.04,0,1,14,2,1,2,1,0,1.20E-25,1,1,21687.56344,24834.04443,20011.62135,21278.31249,22979.67315,20257.38531,20741.24312,18887.12422,16917.08845,17320.51488,P05386,RPLP1
PG243372,sp|Q8TBQ9|KISHA_HUMAN Protein kish-A OS=Homo sapiens GN=TMEM167A PE=1 SV=1,72,25,25,0,1,5,2,0,1,1,0,1.20E-25,1,1,24645.22311,23588.50317,18912.43016,20410.58859,21134.83219,18790.05723,20200.8789,19720.15173,17681.82389,19216.00382,Q8TBQ9,TMEM167A
PG251861,sp|Q9C005|DPY30_HUMAN Protein dpy-30 homolog OS=Homo sapiens GN=DPY30 PE=1 SV=1,99,23.23,23.23,0,1,3,2,0,1,1,0,1.70E-25,1,1,4097.399728,3597.620763,3438.065996,3015.433454,3782.512275,3040.214577,3299.444026,3430.052082,2759.453115,2200.176695,Q9C005,DPY30
PG248609,sp|Q9NP73|ALG13_HUMAN Putative bifunctional UDP-N-acetylglucosamine transferase and deubiquitinase ALG13 OS=Homo sapiens GN=ALG13 PE=1 SV=2,1137,2.639,2.639,0,8,3,2,0,1,1,0,1.77E-25,1,1,1207.24203,1881.463345,1309.261432,2066.289947,1565.3439,1593.62304,1146.285855,2036.279691,1437.585756,2012.158158,Q9NP73|Q9NP73-2|A0A087WX43|A0A1B0GVW6|A0A096LP10|A0A096LNJ4|A0A087WTT9|D6RE84,ALG13
PG255827,sp|Q8N357|S35F6_HUMAN Solute carrier family 35 member F6 OS=Homo sapiens GN=SLC35F6 PE=1 SV=1,371,6.739,6.739,0,1,7,2,0,1,1,0,2.14E-25,1,1,6892.583066,7865.828041,6047.161341,7332.118884,6962.938,5638.894727,6531.639143,5648.729906,6481.797912,5119.276517,Q8N357,SLC35F6
PG246737,sp|O75865-2|TPC6A_HUMAN Isoform 2 of Trafficking protein particle complex subunit 6A OS=Homo sapiens GN=TRAPPC6A,173,9.827,9.827,0,2,4,2,0,1,1,0,2.15E-25,1,1,28034.28677,26530.97396,19110.44144,21190.36419,19188.14851,18733.84689,19432.92774,15866.24858,22593.3776,18021.69445,O75865|O75865-2,TRAPPC6A
PG244281,sp|Q99801|NKX31_HUMAN Homeobox protein Nkx-3.1 OS=Homo sapiens GN=NKX3-1 PE=1 SV=2,234,16.67,16.67,0,1,2,2,0,1,1,0,2.36E-25,1,1,2280.62115,1360.04396,1152.541637,2657.126263,2309.502356,2491.827461,2452.096571,1881.188282,3088.708059,1392.879269,Q99801,NKX3-1
PG256783,sp|P61960|UFM1_HUMAN Ubiquitin-fold modifier 1 OS=Homo sapiens GN=UFM1 PE=1 SV=1,85,24.71,24.71,0,1,5,2,0,1,1,0,2.39E-25,1,1,14360.53284,13413.0972,13379.30435,13144.1609,13620.10581,12679.3575,11098.70051,12776.68628,14087.17295,13150.44149,P61960,UFM1
PG247758,sp|Q9NZC7|WWOX_HUMAN WW domain-containing oxidoreductase OS=Homo sapiens GN=WWOX PE=1 SV=1,414,11.59,11.59,0,2,3,3,0,1,1,0,2.44E-25,1,1,867.3139843,962.0940049,804.2744325,774.4481851,1505.940235,943.0197514,994.2090501,683.398286,912.1804841,1094.02085,Q9NZC7|Q9NZC7-2,WWOX
PG254615,sp|Q15120-2|PDK3_HUMAN Isoform 2 of [Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3; mitochondrial OS=Homo sapiens GN=PDK3,415,5.783,5.783,0,2,6,2,0,1,1,0,2.94E-25,1,1,7282.669744,6850.018808,6299.571706,6376.065426,6779.254861,5808.186946,4927.879667,6293.825962,4555.611876,5976.003727,Q15120|Q15120-2,PDK3
PG247061,tr|A0A0G2JN34|A0A0G2JN34_HUMAN Transient receptor potential cation channel subfamily M member 1 OS=Homo sapiens GN=TRPM1 PE=1 SV=1,1642,1.949,1.523,0,11,4,3,1,1,1,0,3.29E-25,1,1,3858.367243,5096.752101,4886.184301,4383.9581,5501.438295,4438.814699,5122.66347,3835.745639,5411.264109,4830.293843,Q7Z4N2|Q7Z4N2-2|Q7Z4N2-3|Q7Z4N2-5|Q7Z4N2-6|A0A0G2JPN6|A0A0G2JMR4|A0A0G2JN34|A0A0G2JMJ5|H0YKU7|A0A0A0MTQ9,TRPM1
PG249426,sp|Q9NQY0|BIN3_HUMAN Bridging integrator 3 OS=Homo sapiens GN=BIN3 PE=1 SV=1,253,10.28,10.28,0,3,5,2,0,1,1,0,3.31E-25,1,1,4807.685779,3164.009279,3420.338579,3268.00451,4105.913217,3740.271335,3866.567599,3785.271989,4362.414135,4652.75504,Q9NQY0|Q9NQY0-2|H7BYV6,BIN3
PG253639,sp|Q9P086|MED11_HUMAN Mediator of RNA polymerase II transcription subunit 11 OS=Homo sapiens GN=MED11 PE=1 SV=2,117,23.93,23.93,0,3,5,2,0,1,1,0,3.43E-25,1,1,14867.57616,15111.51125,15614.27743,14524.624,13031.10543,13493.53593,12938.62715,13633.03501,13765.94965,13011.25726,Q9P086|I3L2Q0|I3L3E8,MED11
PG254007,sp|B2RBV5|MRUPP_HUMAN Putative MORF4 family-associated protein 1-like protein UPP OS=Homo sapiens PE=1 SV=1,119,16.81,16.81,0,1,14,2,0,1,1,0,4.28E-25,1,1,13868.82387,16108.53733,16625.34576,17265.81867,22305.62273,21122.82067,20250.57824,20327.61054,19878.85178,18877.93589,,
PG246827,sp|O60830-2|TI17B_HUMAN Isoform 2 of Mitochondrial import inner membrane translocase subunit Tim17-B OS=Homo sapiens GN=TIMM17B,222,13.06,13.06,0,4,3,2,0,1,1,0,4.51E-25,1,1,6992.264352,7022.763413,7559.008713,6297.908958,6456.730709,6906.693426,6739.217566,8034.828557,6670.116368,6645.25724,O60830|O60830-2|V9GYU0|V9GYS0,TIMM17B
PG255134,sp|Q9P215|POGK_HUMAN Pogo transposable element with KRAB domain OS=Homo sapiens GN=POGK PE=1 SV=2,609,3.941,3.941,0,1,2,2,0,1,1,0,4.78E-25,1,1,7854.04185,8254.753629,9806.731407,8730.097822,10863.62334,8590.215051,8441.413623,8428.625655,9807.983996,7417.872132,Q9P215,POGK
PG254718,sp|Q8N2W9|PIAS4_HUMAN E3 SUMO-protein ligase PIAS4 OS=Homo sapiens GN=PIAS4 PE=1 SV=1,510,9.02,9.02,0,1,4,3,0,1,1,0,6.12E-25,1,1,11586.83192,12319.17668,11012.55823,10552.51133,11458.21836,11924.41489,10133.59312,10240.91979,12868.24313,13332.29825,Q8N2W9,PIAS4
PG254115,sp|Q9UMS0|NFU1_HUMAN NFU1 iron-sulfur cluster scaffold homolog; mitochondrial OS=Homo sapiens GN=NFU1 PE=1 SV=2,254,11.42,11.42,0,2,3,2,0,1,1,0,6.47E-25,1,1,23317.28181,23442.20807,19521.23924,20455.98432,19746.97224,19212.00729,18595.88147,19912.9845,17577.47937,16859.67918,Q9UMS0|Q9UMS0-3,NFU1
PG253297,sp|Q9NUN5|LMBD1_HUMAN Probable lysosomal cobalamin transporter OS=Homo sapiens GN=LMBRD1 PE=1 SV=1,540,5.185,5.185,0,4,3,2,0,1,1,0,6.49E-25,1,1,16716.56013,16944.9452,27709.24304,21666.26161,21008.32442,24743.76263,24358.16913,20139.32653,26214.15861,21686.38252,Q9NUN5|Q9NUN5-2|Q9NUN5-3|Q9NUN5-4,LMBRD1
PG244017,sp|O95167|NDUA3_HUMAN NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3 OS=Homo sapiens GN=NDUFA3 PE=1 SV=1,84,50,50,0,1,2,2,0,1,1,0,6.88E-25,1,1,2029.105341,2061.737519,1644.131575,2594.071015,1784.761948,1767.130163,1690.603994,1907.406275,1840.356785,1459.608985,O95167,NDUFA3
PG246642,sp|Q9NZR1|TMOD2_HUMAN Tropomodulin-2 OS=Homo sapiens GN=TMOD2 PE=1 SV=1,351,4.558,1.994,0,2,6,2,1,2,2,1,7.71E-25,1,1,15190.83959,13901.93978,9652.703621,8477.858249,32881.97177,33994.61648,32423.55516,34817.87343,33452.35051,29037.88253,Q9NZR1|G5EA42,TMOD2
PG253711,tr|H0YAA8|H0YAA8_HUMAN Mediator of RNA polymerase II transcription subunit 28 (Fragment) OS=Homo sapiens GN=MED28 PE=1 SV=1,179,6.704,6.704,3.911,2,5,2,0,1,1,0,8.60E-25,1,1,10215.07774,10273.05306,9833.279503,8069.996304,9884.3848,8890.561482,9601.961806,9429.531377,9068.414872,7688.452207,Q9H204|H0YAA8,MED28
PG255040,sp|Q9H8P0|PORED_HUMAN Polyprenol reductase OS=Homo sapiens GN=SRD5A3 PE=1 SV=1,318,6.604,6.604,0,1,2,2,0,1,1,0,1.27E-24,1,1,5309.903597,5770.555846,9179.788011,6866.470666,8052.806327,8193.189279,8848.510684,7611.693793,8698.809666,9605.723114,Q9H8P0,SRD5A3
PG255432,sp|Q9H0U6|RM18_HUMAN 39S ribosomal protein L18; mitochondrial OS=Homo sapiens GN=MRPL18 PE=1 SV=1,180,13.33,13.33,0,1,2,2,0,1,1,0,1.39E-24,1,1,16139.06934,13141.02875,13551.9074,14413.24737,14767.49797,14083.413,12530.61827,12231.17342,14248.88964,13988.07827,Q9H0U6,MRPL18
PG246165,sp|P32856|STX2_HUMAN Syntaxin-2 OS=Homo sapiens GN=STX2 PE=1 SV=3,288,10.07,10.07,0,3,2,2,0,1,1,0,1.48E-24,1,1,2620.292883,3122.597724,2106.543165,4201.17677,3934.361487,3021.629057,3054.196154,3639.439453,2923.144604,2680.191377,P32856|P32856-2|P32856-3,STX2
PG251791,sp|Q9BVM2|DPCD_HUMAN Protein DPCD OS=Homo sapiens GN=DPCD PE=1 SV=2,203,9.36,9.36,0,1,3,2,0,1,1,0,1.51E-24,1,1,21715.21634,21841.768,22011.9782,23007.98058,18816.97942,20171.76346,21586.25012,22655.00106,21139.13775,20009.77959,Q9BVM2,DPCD
PG252940,sp|P28676|GRAN_HUMAN Grancalcin OS=Homo sapiens GN=GCA PE=1 SV=2,217,8.295,8.295,0,3,4,2,0,1,1,0,1.67E-24,1,1,28287.14091,30463.92393,28170.14119,30561.46821,26828.44098,27611.16141,29949.33591,28760.65065,29734.2812,30236.9894,P28676|H7BXD5|H7C2Z6,GCA
PG247337,tr|E7EQ64|E7EQ64_HUMAN Trypsin-1 OS=Homo sapiens GN=PRSS1 PE=1 SV=1,261,10.73,10.73,0,2,4,2,0,1,1,0,2.20E-24,1,1,3641.413633,4164.707658,3926.499734,3488.412173,4846.075654,3744.389485,4136.012356,3249.507007,4337.777005,4893.353669,P07477|E7EQ64,PRSS1
PG254988,tr|X6R8A1|X6R8A1_HUMAN Carboxypeptidase OS=Homo sapiens GN=CTSA PE=1 SV=1,498,3.414,3.414,0,4,5,2,0,1,1,0,3.04E-24,1,1,12443.98776,11294.27517,9153.319234,9179.665506,12144.59747,9431.725934,10232.08867,11067.05763,8955.922906,7638.564455,P10619|P10619-2|X6R8A1|X6R5C5,CTSA
PG245486,sp|Q9UGC7|RF1ML_HUMAN Peptide chain release factor 1-like; mitochondrial OS=Homo sapiens GN=MTRF1L PE=1 SV=1,380,8.421,8.421,0,2,3,2,0,1,1,0,3.36E-24,1,1,2087.461983,2394.193345,1903.661857,1612.537571,2710.115728,2920.38404,2643.74956,2766.2764,2338.469671,2503.739693,Q9UGC7|Q9UGC7-2,MTRF1L
PG245122,sp|P62877|RBX1_HUMAN E3 ubiquitin-protein ligase RBX1 OS=Homo sapiens GN=RBX1 PE=1 SV=1,108,12.96,12.96,7.407,1,5,2,0,1,1,0,3.56E-24,1,1,10850.85325,15311.07234,10966.85804,10088.71783,10222.15456,8401.866537,11227.87416,10264.84758,9506.704185,13200.77924,P62877,RBX1
PG248415,sp|Q96BJ3|AIDA_HUMAN Axin interactor; dorsalization-associated protein OS=Homo sapiens GN=AIDA PE=1 SV=1,306,9.477,9.477,0,1,3,2,0,1,1,0,3.96E-24,1,1,10766.00043,10195.11158,10915.24719,12047.36974,12144.95818,11846.37465,11213.91997,10121.12271,11436.99202,10667.42112,Q96BJ3,AIDA
PG249420,sp|Q16611|BAK_HUMAN Bcl-2 homologous antagonist/killer OS=Homo sapiens GN=BAK1 PE=1 SV=1,211,21.8,21.8,0,2,2,2,0,1,1,0,4.14E-24,1,1,11591.05377,12067.63453,12054.00432,12253.17296,12560.64536,13655.88836,12549.48767,12682.22686,12635.52768,13512.05519,Q16611|Q16611-2,BAK1
PG254444,sp|Q6N063|OGFD2_HUMAN 2-oxoglutarate and iron-dependent oxygenase domain-containing protein 2 OS=Homo sapiens GN=OGFOD2 PE=2 SV=2,350,9.429,9.429,0,1,3,2,0,1,1,0,4.78E-24,1,1,1084.869847,1273.002801,1719.385802,1081.093185,1599.23881,863.606418,1968.222706,1686.525155,1505.105203,2011.283421,Q6N063,OGFOD2
PG253748,tr|B4DUA7|B4DUA7_HUMAN Intersex-like (Drosophila) OS=Homo sapiens GN=MED29 PE=1 SV=1,221,8.597,8.597,0,2,4,2,0,1,1,0,5.77E-24,1,1,7954.659569,8742.062467,9153.28252,9211.649735,7685.862714,8676.787297,7598.776043,7971.213992,10345.31029,8824.319279,Q9NX70|B4DUA7,MED29
PG248241,tr|A2A2G4|A2A2G4_HUMAN Alpha-1;3-glucosyltransferase OS=Homo sapiens GN=ALG6 PE=1 SV=1,509,3.929,3.929,0,2,3,2,0,1,1,0,6.37E-24,1,1,5681.946366,5342.289169,5347.525851,4312.79037,6296.9801,6289.537702,6327.670179,6001.652381,7198.326811,7403.73652,Q9Y672|A2A2G4,ALG6
PG247197,sp|Q15035|TRAM2_HUMAN Translocating chain-associated membrane protein 2 OS=Homo sapiens GN=TRAM2 PE=1 SV=1,370,5.135,5.135,0,1,5,2,0,1,1,0,7.13E-24,1,1,9666.484954,10838.56005,9683.036523,9552.962296,7985.53512,9704.267223,8475.928773,8516.845819,8433.487126,8725.627961,Q15035,TRAM2
PG251846,sp|Q9P2X0-2|DPM3_HUMAN Isoform 2 of Dolichol-phosphate mannosyltransferase subunit 3 OS=Homo sapiens GN=DPM3,122,18.03,18.03,0,2,7,2,0,1,1,0,7.38E-24,1,1,55128.18124,51583.59681,49103.06339,51363.71229,44996.47172,56001.66045,50813.476,52167.14317,48973.49761,47714.9013,Q9P2X0|Q9P2X0-2,DPM3
PG243684,tr|E7EX18|E7EX18_HUMAN Protein Mpv17 OS=Homo sapiens GN=MPV17 PE=1 SV=1,191,7.853,7.853,0,5,4,2,0,1,1,0,7.78E-24,1,1,8976.270198,9439.724097,9003.385233,8903.669145,9590.36247,8968.015736,8506.683575,7650.925868,10394.30005,9323.587415,P39210|B5MC53|G5E9F5|B5MCF8|E7EX18,MPV17
PG245667,sp|Q9BUL9|RPP25_HUMAN Ribonuclease P protein subunit p25 OS=Homo sapiens GN=RPP25 PE=1 SV=1,199,17.09,17.09,0,1,4,2,0,1,1,0,8.33E-24,1,1,12280.24175,12127.63088,9897.717809,11209.49127,10937.16206,13302.40716,11670.55222,9870.243741,14997.72604,12534.76649,Q9BUL9,RPP25
PG246536,sp|A0PK00|T120B_HUMAN Transmembrane protein 120B OS=Homo sapiens GN=TMEM120B PE=1 SV=1,339,6.785,5.015,0,1,3,2,1,2,2,1,8.40E-24,1,1,5345.448283,5040.171122,5399.859795,4907.952887,6735.20404,6639.239044,5385.760377,6234.922552,7160.460042,7176.815867,A0PK00,TMEM120B
PG242350,sp|Q70UQ0|IKIP_HUMAN Inhibitor of nuclear factor kappa-B kinase-interacting protein OS=Homo sapiens GN=IKBIP PE=1 SV=1,350,5.429,5.429,0,2,3,2,0,1,1,0,8.48E-24,1,1,10621.64043,9541.119458,9419.542517,8449.744912,7356.789758,8425.982416,8787.512328,9506.635604,8707.657766,8364.071618,Q70UQ0|Q70UQ0-2,IKBIP
PG248612,sp|Q9BT30|ALKB7_HUMAN Alpha-ketoglutarate-dependent dioxygenase alkB homolog 7; mitochondrial OS=Homo sapiens GN=ALKBH7 PE=1 SV=1,221,11.31,11.31,0,1,3,2,0,1,1,0,8.53E-24,1,1,3331.282847,3270.058819,2543.305914,2334.276412,4394.378933,3938.317414,4492.417882,3574.38822,3568.291323,4464.363716,Q9BT30,ALKBH7
PG265444,tr|D6R9C3|D6R9C3_HUMAN Cytochrome c oxidase subunit 7A2; mitochondrial OS=Homo sapiens GN=COX7A2 PE=1 SV=1,53,43.4,24.53,0,1,6,2,1,2,2,1,9.22E-24,1,1,9272.757932,8550.029374,11734.39364,10082.40867,7522.68399,10618.05475,9377.678849,8778.302597,10100.74805,9854.450232,D6R9C3,COX7A2
PG255634,sp|Q9HA92|RSAD1_HUMAN Radical S-adenosyl methionine domain-containing protein 1; mitochondrial OS=Homo sapiens GN=RSAD1 PE=2 SV=2,442,3.62,3.62,0,1,2,2,0,1,1,0,9.40E-24,1,1,3045.253509,3211.95723,3742.36048,4282.009986,4273.868912,4359.594455,4608.55328,4253.720447,4101.764148,4329.141114,Q9HA92,RSAD1
PG264645,tr|E5RHC2|E5RHC2_HUMAN Protein N-terminal glutamine amidohydrolase OS=Homo sapiens GN=WDYHV1 PE=1 SV=1,196,17.86,17.86,0,1,3,2,0,1,1,0,9.57E-24,1,1,2032.241588,2138.939199,2330.381629,2018.655028,1521.505766,1741.309773,2238.645308,1583.525986,2495.572353,2674.018163,E5RHC2,WDYHV1
PG251449,sp|Q9Y2G8|DJC16_HUMAN DnaJ homolog subfamily C member 16 OS=Homo sapiens GN=DNAJC16 PE=2 SV=3,782,2.813,2.813,0,3,2,1,0,1,1,0,1.03E-23,1,1,1513.860979,2368.828874,2231.634294,1052.303788,1680.1219,1760.622748,1522.017258,2021.358956,1133.514405,1720.812838,Q9Y2G8|Q5TDG9|Q5TDH4,DNAJC16
PG248687,tr|E7EQ45|E7EQ45_HUMAN AP-5 complex subunit mu-1 OS=Homo sapiens GN=AP5M1 PE=1 SV=1,504,3.77,3.77,0,3,3,2,0,1,1,0,1.32E-23,1,1,16173.05122,18005.79294,15149.21601,17620.50599,13467.10861,15152.59031,14434.61594,14446.07678,15518.61766,15716.21748,Q9H0R1|Q9H0R1-2|E7EQ45,AP5M1
PG250395,sp|P10643|CO7_HUMAN Complement component C7 OS=Homo sapiens GN=C7 PE=1 SV=2,843,2.017,2.017,0,1,2,2,0,1,1,0,1.60E-23,1,1,5200.046701,3362.845499,5616.437636,3283.306955,13507.41205,16503.18678,16194.25855,16634.79189,17749.42249,14819.60716,P10643,C7
PG249279,sp|O75061-2|AUXI_HUMAN Isoform 2 of Putative tyrosine-protein phosphatase auxilin OS=Homo sapiens GN=DNAJC6,970,2.268,2.268,0,3,6,2,0,1,1,0,2.14E-23,1,1,11552.39077,10595.16411,15195.02885,16035.12643,12836.25887,13047.39537,14666.82039,14821.84242,12855.07833,13296.84662,O75061|O75061-2|O75061-4,DNAJC6
PG247852,sp|Q8N0U8-2|VKORL_HUMAN Isoform 2 of Vitamin K epoxide reductase complex subunit 1-like protein 1 OS=Homo sapiens GN=VKORC1L1,177,10.17,10.17,0,2,4,2,0,1,1,0,2.21E-23,1,1,50306.84041,40611.01122,39829.17337,43340.88781,37601.50044,43179.88726,39304.24501,38890.63649,38748.09364,38398.88059,Q8N0U8|Q8N0U8-2,VKORC1L1
PG243680,tr|D3DX46|D3DX46_HUMAN MAGUK p55 subfamily member 3 OS=Homo sapiens GN=MPP3 PE=1 SV=1,610,5.41,5.41,0,2,4,3,0,1,1,0,2.32E-23,1,1,9575.804734,11293.31703,11548.12173,11363.38979,9461.116382,9819.667603,9865.792264,11052.62807,10246.89679,9294.997909,Q13368|D3DX46,MPP3
PG254010,sp|Q8NHP6|MSPD2_HUMAN Motile sperm domain-containing protein 2 OS=Homo sapiens GN=MOSPD2 PE=1 SV=1,518,3.861,3.861,0,3,3,2,0,1,1,0,2.36E-23,1,1,12315.49481,12879.29152,12521.24751,12143.21743,12316.1642,12596.40683,11833.50697,11540.748,12017.64422,12859.56885,Q8NHP6|Q8NHP6-2|R4GMN1,MOSPD2
PG248600,tr|J3KQ26|J3KQ26_HUMAN Armadillo repeat-containing protein 5 OS=Homo sapiens GN=ARMC5 PE=1 SV=1,1030,1.845,1.845,0,2,5,2,0,1,1,0,2.50E-23,1,1,9841.708307,7677.69309,7778.09383,8517.405709,7077.742265,7424.8961,8276.843412,7520.388689,7123.901953,7473.155772,Q96C12|J3KQ26,ARMC5
PG249961,tr|A6NMH8|A6NMH8_HUMAN Tetraspanin OS=Homo sapiens GN=CD81 PE=1 SV=1,274,13.14,13.14,0,7,2,2,0,1,1,0,2.88E-23,1,1,14162.65627,9640.61594,7789.562308,7569.152903,12136.01328,7951.882745,7581.23406,9801.094414,9827.048234,11351.88062,P60033|E9PJK1|A6NMH8|H0YDL9|E9PRJ8|E9PIF1|H0YDJ9,CD81
PG247032,sp|Q14142|TRI14_HUMAN Tripartite motif-containing protein 14 OS=Homo sapiens GN=TRIM14 PE=2 SV=2,442,6.109,6.109,0,2,2,2,0,1,1,0,3.07E-23,1,1,2677.455157,3935.742721,2456.503342,3061.056342,2538.667674,2515.605414,2230.33029,2537.438868,2597.048069,3218.668793,Q14142|Q14142-3,TRIM14
PG255812,sp|P17900|SAP3_HUMAN Ganglioside GM2 activator OS=Homo sapiens GN=GM2A PE=1 SV=4,193,9.845,9.845,0,1,2,2,0,1,1,0,4.18E-23,1,1,18504.19831,20642.00439,17558.62533,16990.5317,17737.77596,17982.97499,17657.13524,17967.13329,17402.8653,17700.31199,P17900,GM2A
PG250862,sp|Q49B96|COX19_HUMAN Cytochrome c oxidase assembly protein COX19 OS=Homo sapiens GN=COX19 PE=1 SV=1,90,17.78,17.78,0,1,3,2,0,1,1,0,4.72E-23,1,1,25623.92383,27814.5467,24898.66832,31142.49764,29252.48677,23835.52948,25906.00701,26565.52345,24188.26557,22744.76059,Q49B96,COX19
