Protein Group Name	Representative Protein Description	Total Amino Acids	Sequence Coverage (%)	Sequence Coverage Unshared only (%)	Sequence Redundancy (%)	Numbers of Proteins	# of PSMs	# of Unique Peptides	# Shared Peptides	# PSMs in Experiment	# Unique Seq in Experiment	# Shared Peptides in Experiment	P-Score	# Quantified PSMs	# Quantified Peptides	_Genome_0Min_(TMT 127C PCN)	_Genome_0Min_(TMT 128N PCN)	_Env_60Min_(TMT 129C PCN)	_Env_60Min_(TMT 130N PCN)	_Genome_60Min_(TMT 130C PCN)	_Genome_60Min_(TMT 131N PCN)	Uniprot IDs	Gene Names	Uniprot	tmpSum	0min_1	0min_2	60min_1	60min_2	mean0min	mean60min	log060	pVal060	qVal060
PG253776	sp|O43148-2|MCES_HUMAN Isoform 2 of mRNA cap guanine-N7 methyltransferase OS=Homo sapiens GN=RNMT	504	40.08	40.08	11.31	2	48	19	0	11	10	0	1.39e-275	11	10	160016.9316	159321.2608	159692.4112	152459.2213	163002.8264	158524.4074	O43148|O43148-2	RNMT	O43148-2	658251.0322	168406.818525	155190.44372500002	174955.302825	158459.8044	161798.631125	166707.5536125	0.043120073027455116	0.648484754666589	0.581401072637122
PG250433	tr|M0QXB4|M0QXB4_HUMAN Coatomer protein complex; subunit epsilon; isoform CRA_g OS=Homo sapiens GN=COPE PE=1 SV=1	331	46.83	46.83	17.82	2	62	17	0	9	7	0	1.86e-232	9	7	146786.4796	156211.9896	156355.8878	151803.7177	157331.7454	149563.769	O14579|M0QXB4	COPE	M0QXB4	657933.7917	161652.54645	171619.795175	163888.654725	159068.393225	166636.1708125	161478.52397500002	-0.04535928794282344	0.554362612402064	0.5412203673627
PG244292	sp|Q15233-2|NONO_HUMAN Isoform 2 of Non-POU domain-containing octamer-binding protein OS=Homo sapiens GN=NONO	382	73.82	40.05	28.01	1	246	39	25	28	20	13	0.0	8	7	163468.8981	171959.3086	162398.1642	161243.7398	157328.076	155302.6555	Q15233-2	NONO	Q15233-2	656519.7564	155956.264525	157709.34875	180049.54565	162449.452475	156832.8066375	171249.4990625	0.12687239072150464	0.181899238227155	0.334541886395417
PG257922	tr|X6RAL5|X6RAL5_HUMAN Histone deacetylase complex subunit SAP18 OS=Homo sapiens GN=SAP18 PE=1 SV=1	172	70.93	70.93	19.77	1	41	14	0	12	10	0	3.1500000000000004e-169	12	10	162130.9915	156736.1544	150857.2077	151310.2647	156173.6717	149425.2098	X6RAL5	SAP18	X6RAL5	655605.2518	165027.874575	165965.885725	163770.88985	159256.935075	165496.88014999998	161513.91246249998	-0.03514557951645306	0.609348763626174	0.564951855511843
PG245183	sp|P61106|RAB14_HUMAN Ras-related protein Rab-14 OS=Homo sapiens GN=RAB14 PE=1 SV=4	215	75.81	69.77	29.3	1	48	15	2	8	7	1	2.6200000000000003e-218	6	6	150484.7318	148765.8191	149848.4881	148407.5353	160690.8128	153559.2447	P61106	RAB14	P61106	654268.9794	175488.440725	167648.702	157603.5919	154007.990875	171568.5713625	155805.7913875	-0.1390364380516585	0.098999612266537	0.261151957795197
PG245869	sp|P54920|SNAA_HUMAN Alpha-soluble NSF attachment protein OS=Homo sapiens GN=NAPA PE=1 SV=3	295	77.97	39.32	16.27	1	97	21	8	15	13	5	0.0	10	8	152772.8535	158466.4241	158571.2443	152878.1944	149883.0467	151875.5843	P54920	NAPA	P54920	654189.0447	157214.63825	171267.71955	160144.1264	166398.5834	164241.1789	163271.3549	-0.008544188209710184	0.926608669858022	0.665031917092411
PG250870	sp|P68400|CSK21_HUMAN Casein kinase II subunit alpha OS=Homo sapiens GN=CSNK2A1 PE=1 SV=1	391	52.94	50.9	17.9	2	82	19	1	19	15	1	8.56e-297	18	14	176254.9149	153881.1507	158611.7364	149212.5199	156129.9775	158340.1967	P68400|E7EU96	CSNK2A1	P68400	653240.2464	167776.10369999998	155268.88495	173251.67805	155791.495925	161522.49432499998	164521.5869875	0.02654179846582613	0.784768817778398	0.62506556284306
PG256578	tr|A0A087WTW0|A0A087WTW0_HUMAN E3 ubiquitin-protein ligase UHRF1 OS=Homo sapiens GN=UHRF1 PE=1 SV=1	857	51.11	49.94	15.99	4	213	43	1	16	16	0	0.0	15	15	155895.2342	146046.4304	194753.1014	209493.8113	210725.0503	225788.9963	Q96T88|Q96T88-2|A0A087WVR3|A0A087WTW0	UHRF1	A0A087WTW0	652857.8413	134817.69215	141828.842275	164637.210575	213829.419525	138323.26721249998	189233.31505	0.45212225037270287	0.0284184181285327	0.167821060633991
PG255077	sp|O43395|PRPF3_HUMAN U4/U6 small nuclear ribonucleoprotein Prp3 OS=Homo sapiens GN=PRPF3 PE=1 SV=2	683	50.81	50.81	17.86	1	97	36	0	13	12	0	0.0	13	12	203887.5259	183669.6008	174408.8919	189543.7837	196431.0802	212980.8678	O43395	PRPF3	O43395	652117.5797	152990.0216	143452.703875	140955.68935	217691.53547499998	148221.3627375	179323.6124125	0.2748120730901288	0.318709783247263	0.419711875681874
PG253328	sp|Q8WZA0-2|LZIC_HUMAN Isoform 2 of Protein LZIC OS=Homo sapiens GN=LZIC	211	28.91	28.91	9.479	2	20	8	0	4	4	0	5.85e-100	4	4	159458.6144	171190.2853	162148.6605	156351.6903	165614.9922	161275.779	Q8WZA0|Q8WZA0-2	LZIC	Q8WZA0-2	651488.3793	143365.105425	166789.384875	177400.313475	164444.904625	155077.24514999997	170922.60905	0.14035623247689238	0.221651321947451	0.362588932819045
PG244934	tr|J3QQ67|J3QQ67_HUMAN 60S ribosomal protein L18 (Fragment) OS=Homo sapiens GN=RPL18 PE=1 SV=1	190	54.21	54.21	37.89	2	83	15	0	11	8	0	1.91e-202	11	8	161873.0537	158212.8811	163717.7988	164687.2979	158558.0879	167825.936	Q07020|J3QQ67	RPL18	J3QQ67	649232.5052	171036.623925	154007.990875	160854.31274999998	164823.657175	162522.3074	162838.9849625	0.0028083813531188293	0.956269410048336	0.672297548742914
PG251825	sp|Q8WXX5|DNJC9_HUMAN DnaJ homolog subfamily C member 9 OS=Homo sapiens GN=DNAJC9 PE=1 SV=1	260	66.54	66.54	25.0	1	55	19	0	10	10	0	1.74e-275	10	10	188712.4428	173285.6764	172258.5701	168768.3774	165760.2786	178565.6067	Q8WXX5	DNAJC9	Q8WXX5	649224.2337	149255.126225	149505.587225	178408.8439	173831.6312	149380.35672500002	176120.23755000002	0.23757024674990765	0.015866045877841	0.133818582001237
PG254499	sp|P36957|ODO2_HUMAN Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex; mitochondrial OS=Homo sapiens GN=DLST PE=1 SV=4	453	30.46	30.46	7.726	1	44	13	0	10	10	0	4.0500000000000004e-181	10	10	139832.3873	143489.6151	147959.7253	141651.4982	145148.704	137153.6889	P36957	DLST	P36957	649185.6166	175723.7633	161493.98525	158265.9513	154077.33735	168608.874275	156171.644325	-0.11054793974420457	0.211793468570981	0.358044700774154
PG254213	sp|Q7Z3B4|NUP54_HUMAN Nucleoporin p54 OS=Homo sapiens GN=NUP54 PE=1 SV=2	507	33.53	33.53	3.156	2	53	15	0	11	9	0	2.9300000000000003e-208	11	9	173480.9555	172217.4101	166557.2055	152921.505	164036.5011	165808.3612	Q7Z3B4|Q7Z3B4-3	NUP54	Q7Z3B4	648491.2994	155418.8462	156848.76905	174712.387675	161148.513775	156133.80762500002	167930.450725	0.10508089936113504	0.222127187965167	0.362846547141418
PG245318	sp|P78406|RAE1L_HUMAN mRNA export factor OS=Homo sapiens GN=RAE1 PE=1 SV=1	368	51.09	51.09	13.59	1	64	19	0	13	11	0	9.94e-289	12	11	145913.3467	150534.3595	150706.2175	138051.6172	146671.6358	148853.3272	P78406	RAE1	P78406	647116.7078000001	167980.555175	160414.241125	166789.384875	148826.1607	164197.39815	157807.7727875	-0.05726299981260528	0.522279560573775	0.529618983234069
PG242365	sp|P31942|HNRH3_HUMAN Heterogeneous nuclear ribonucleoprotein H3 OS=Homo sapiens GN=HNRNPH3 PE=1 SV=2	346	45.66	43.35	0.0	2	108	12	1	19	9	1	1.27e-173	18	8	204135.5938	180701.0885	180448.7228	159594.6134	169264.272	169601.7507	P31942|P31942-2	HNRNPH3	P31942	646233.8476	142952.5115	147883.558225	197735.974775	158853.730325	145418.03486249998	178294.85255	0.2940588477689283	0.0700638083791646	0.228921482357778
PG258289	tr|G5EA30|G5EA30_HUMAN CUG triplet repeat; RNA binding protein 1; isoform CRA_c OS=Homo sapiens GN=CELF1 PE=1 SV=1	514	29.57	26.65	10.31	1	59	17	2	8	6	0	4.23e-211	8	6	157760.4629	157629.4323	156970.5912	154337.8333	155635.6008	154419.9642	G5EA30	CELF1	G5EA30	646031.4224	158265.9513	164306.10379999998	167776.10369999998	153619.126475	161286.02755	160697.6150875	-0.005272942933951668	0.937468621090906	0.667731961984174
PG252154	sp|P24534|EF1B_HUMAN Elongation factor 1-beta OS=Homo sapiens GN=EEF1B2 PE=1 SV=3	225	78.67	69.78	33.78	1	91	19	3	12	9	2	2.86e-267	8	6	136037.7544	137928.9549	151418.4162	137042.5745	131913.7049	135527.7733	P24534	EEF1B2	P24534	644011.3505	155056.29445	156513.49305	183364.521	148381.9231	155784.89375	165873.22205	0.09052565782298352	0.518575745730525	0.528502048010157
PG243758	sp|Q10713|MPPA_HUMAN Mitochondrial-processing peptidase subunit alpha OS=Homo sapiens GN=PMPCA PE=1 SV=2	525	52.38	52.38	7.238	1	72	23	0	16	15	0	5.83885593e-315	16	15	146383.0893	144237.7585	146500.8181	143287.1605	150731.6621	147223.4234	Q10713	PMPCA	Q10713	643605.7213	171112.313075	169119.259525	151234.207325	150286.730925	170115.7863	150760.469125	-0.1742588361486638	0.0433685646779434	0.192851334716816
PG242358	sp|O95757|HS74L_HUMAN Heat shock 70 kDa protein 4L OS=Homo sapiens GN=HSPA4L PE=1 SV=3	839	41.0	33.97	2.503	1	84	29	5	19	17	3	0.0	14	14	155759.7184	160920.7073	149590.3717	140467.2283	158275.7253	159783.9544	O95757	HSPA4L	O95757	642919.6743000001	164823.657175	165027.874575	156665.105975	156097.197025	164925.76587499998	156381.1515	-0.07675016825402535	0.281574830470218	0.398283102177079
PG245930	sp|P30626|SORCN_HUMAN Sorcin OS=Homo sapiens GN=SRI PE=1 SV=1	198	34.34	34.34	3.535	4	24	8	0	3	3	0	1.64e-100	3	3	140601.2124	140225.13	146938.8523	143210.057	162067.9269	161453.7188	P30626|P30626-2|P30626-3|C9J0K6	SRI	P30626	642791.0863	162449.452475	163076.9225	162593.638275	152651.32035	162763.1874875	157622.47931249999	-0.04630113968752543	0.532201455891199	0.531391883698971
PG250670	sp|P23528|COF1_HUMAN Cofilin-1 OS=Homo sapiens GN=CFL1 PE=1 SV=3	166	92.17	63.25	56.63	1	127	26	6	15	11	2	0.0	10	9	147848.6399	162870.1853	156323.1469	151525.3005	148200.8139	141853.4578	P23528	CFL1	P23528	642643.0351	158562.1009	171383.24015	167462.20915	142126.11905	164972.670525	154794.1641	-0.09187596509597173	0.412580545010689	0.476050222185653
PG248556	sp|Q9HDC9|APMAP_HUMAN Adipocyte plasma membrane-associated protein OS=Homo sapiens GN=APMAP PE=1 SV=2	416	38.22	38.22	3.606	1	45	14	0	10	10	0	5.54e-201	10	10	172823.8761	164439.8309	156609.2259	164036.2073	150095.0024	146374.4685	Q9HDC9	APMAP	Q9HDC9	642535.5727	171619.795175	164946.77985	139488.59925	168673.144325	168283.2875125	154080.8717875	-0.12720413632028163	0.287480945797919	0.401042400650222
PG251424	sp|O75165|DJC13_HUMAN DnaJ homolog subfamily C member 13 OS=Homo sapiens GN=DNAJC13 PE=1 SV=5	2243	17.3	17.3	0.4012	1	60	33	0	13	13	0	0.0	13	13	152976.434	158709.4506	150843.6158	147608.0206	156799.1475	148696.7764	O75165	DNAJC13	O75165	640217.1100000001	173476.118025	161985.68894999998	156513.49305	147981.2598	167730.90348749998	152247.376425	-0.1397311545736078	0.128657284901395	0.290722230463271
PG247359	sp|Q99598|TSNAX_HUMAN Translin-associated protein X OS=Homo sapiens GN=TSNAX PE=1 SV=1	290	68.97	68.97	14.14	1	78	20	0	15	9	0	6.15e-280	15	9	185857.9395	170263.5913	199215.0191	177357.9619	200884.1474	189582.1597	Q99598	TSNAX	Q99598	640214.046	134719.02155	134614.172525	196821.876775	177090.182025	134666.5970375	186956.0294	0.47330695307382	0.0025651617507412	0.0563934534293644
PG254153	sp|Q12769|NU160_HUMAN Nuclear pore complex protein Nup160 OS=Homo sapiens GN=NUP160 PE=1 SV=3	1436	25.84	25.84	2.786	1	108	27	0	11	11	0	0.0	11	11	143847.4022	156388.3495	147452.4671	146540.3972	149226.9321	152976.2261	Q12769	NUP160	Q12769	639946.1566	164306.10379999998	161886.118075	157214.63825	156351.29940000002	163096.1109375	156782.968825	-0.05695353161609112	0.413824739110323	0.476698722497932
PG245250	sp|P46063|RECQ1_HUMAN ATP-dependent DNA helicase Q1 OS=Homo sapiens GN=RECQL PE=1 SV=3	649	48.69	47.46	7.396	1	78	26	1	12	12	1	0.0	11	11	140675.9628	148880.8131	149945.4537	149906.338	143481.4032	143848.8625	P46063	RECQL	P46063	639866.9014000001	157709.34875	166166.602975	161006.45004999998	153131.7476	161937.9758625	157069.098825	-0.044041971607649055	0.568146385692536	0.547385413307583
PG253295	sp|P43034|LIS1_HUMAN Platelet-activating factor acetylhydrolase IB subunit alpha OS=Homo sapiens GN=PAFAH1B1 PE=1 SV=2	410	59.02	57.32	0.0	1	50	19	1	9	9	1	1.6899999999999999e-264	8	8	155320.8205	153189.566	156824.3144	146243.9857	147079.9874	146356.8845	P43034	PAFAH1B1	P43034	639364.8136999999	156665.105975	164444.904625	162154.67765	153768.980025	160555.00530000002	157961.8288375	-0.02349166563822822	0.756199080893202	0.61746295040024
PG254397	sp|P10515|ODP2_HUMAN Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex; mitochondrial OS=Homo sapiens GN=DLAT PE=1 SV=3	647	31.84	30.91	1.391	1	53	18	1	12	12	1	2.2000000000000002e-235	11	11	147837.1854	155446.0454	149255.1087	145724.9941	135717.6998	130657.295	P10515	DLAT	P10515	637597.8807	169119.259525	166500.821575	153619.126475	146095.8914	167810.04055	149857.5089375	-0.16323766384466967	0.0640139026963699	0.223464512377522
PG242126	sp|P22830-2|HEMH_HUMAN Isoform 2 of Ferrochelatase; mitochondrial OS=Homo sapiens GN=FECH	429	34.73	34.73	3.497	2	36	12	0	13	11	0	5.4500000000000004e-179	13	11	149442.0428	157476.1326	153208.814	151979.3018	140648.0646	148983.6571	P22830|P22830-2	FECH	P22830-2	637079.3959	165531.58755	163888.654725	155418.8462	151515.032525	164710.12113749998	153466.93936249998	-0.10200131249542185	0.1775694516327	0.33036826131699
PG247696	sp|A3KMH1|VWA8_HUMAN von Willebrand factor A domain-containing protein 8 OS=Homo sapiens GN=VWA8 PE=1 SV=2	1905	17.9	17.9	0.3675	2	53	27	0	15	15	0	0.0	15	15	145159.511	146066.736	143475.946	138405.3568	144103.3687	147338.4957	A3KMH1|A3KMH1-3	VWA8	A3KMH1	636909.706	157603.5919	158562.1009	161985.68894999998	156848.76905	158082.84639999998	159417.229	0.012126727793542541	0.861734520895167	0.650702592293627
PG248301	tr|A0A0J9YWL0|A0A0J9YWL0_HUMAN Absent in melanoma 1 protein OS=Homo sapiens GN=AIM1 PE=1 SV=1	2131	12.76	12.76	1.502	2	66	26	0	12	12	0	0.0	12	12	151935.3484	163239.5647	146939.6967	148345.9602	152625.098	152512.0657	Q9Y4K1|A0A0J9YWL0	AIM1	A0A0J9YWL0	635518.8259	151327.107925	166923.56455	159470.697025	158265.9513	159125.3362375	158868.32416249998	-0.0023320598676248223	0.994126349842351	0.68124008287989
PG249089	sp|Q6PL18|ATAD2_HUMAN ATPase family AAA domain-containing protein 2 OS=Homo sapiens GN=ATAD2 PE=1 SV=1	1390	33.6	32.09	7.986	1	144	48	2	12	12	1	0.0	11	11	161028.4006	156448.2909	148502.6311	147140.5823	155464.966	158550.6666	Q6PL18	ATAD2	Q6PL18	634392.5012	164148.1104	161148.513775	146866.2323	161886.118075	162648.3120875	154376.17518750002	-0.07530573138150214	0.374970916641168	0.456599495789966
PG246012	sp|Q15428|SF3A2_HUMAN Splicing factor 3A subunit 2 OS=Homo sapiens GN=SF3A2 PE=1 SV=2	464	28.23	28.23	0.0	1	41	12	0	7	7	0	6.27e-158	7	7	164274.7432	177443.5975	156585.4069	158827.2095	162456.5248	164032.3144	Q15428	SF3A2	Q15428	633689.928	152762.50075	149406.94437500002	172787.371875	158562.1009	151084.7225625	165674.73638750002	0.13299583894014214	0.146337055697435	0.304787688907765
PG247689	sp|P21796|VDAC1_HUMAN Voltage-dependent anion-selective channel protein 1 OS=Homo sapiens GN=VDAC1 PE=1 SV=2	283	77.03	71.38	18.02	1	153	19	2	16	11	1	0.0	14	10	147000.8573	142162.2671	143003.2374	139242.7405	149801.8076	142952.0049	P21796	VDAC1	P21796	632155.9022	175227.021575	154728.226025	157883.18455	145121.604825	164977.6238	151502.3946875	-0.12292976501677441	0.260570749628346	0.388355900934204
PG248139	sp|Q9H2P0|ADNP_HUMAN Activity-dependent neuroprotector homeobox protein OS=Homo sapiens GN=ADNP PE=1 SV=1	1102	37.57	37.57	6.08	1	124	37	0	15	14	0	0.0	15	14	167132.0942	151070.7655	160683.256	174186.7676	163710.1922	167423.5368	Q9H2P0	ADNP	Q9H2P0	630336.7844	147883.558225	146570.3239	159256.935075	178653.645925	147226.9410625	168955.2905	0.19859983198173353	0.0686546429849661	0.2281962918147
PG251612	sp|Q16698|DECR_HUMAN 2;4-dienoyl-CoA reductase; mitochondrial OS=Homo sapiens GN=DECR1 PE=1 SV=1	335	39.7	39.7	9.254	2	37	12	0	9	9	0	6.34e-182	9	9	139413.794	137080.9557	139799.3348	130002.0121	140250.5051	134204.5646	Q16698|Q16698-2	DECR1	Q16698	629987.6247	173251.67805	165782.7821	146333.94759999998	142361.38045	169517.230075	144347.664025	-0.23188415860238037	0.0208714791571137	0.147511724353298
PG256587	sp|Q9BVJ6|UT14A_HUMAN U3 small nucleolar RNA-associated protein 14 homolog A OS=Homo sapiens GN=UTP14A PE=1 SV=1	771	50.58	42.93	19.33	1	118	34	5	21	19	4	0.0	15	15	172107.1409	166538.8454	153044.9537	159530.4991	173204.8729	175547.7215	Q9BVJ6	UTP14A	Q9BVJ6	628428.0314999999	153131.7476	157530.3255	150839.22944999998	169431.6803	155331.03655000002	160135.454875	0.043946641795251096	0.644847897219056	0.580159010036535
PG246013	sp|P63208|SKP1_HUMAN S-phase kinase-associated protein 1 OS=Homo sapiens GN=SKP1 PE=1 SV=2	163	75.46	75.46	34.97	1	51	17	0	10	9	0	8.64e-240	10	9	145695.137	148072.3366	158043.3885	157212.877	159742.6307	161560.2177	P63208	SKP1	P63208	628273.15	147823.08335	151327.107925	175227.021575	152348.84695	149575.0956375	163787.9342625	0.13095909668212527	0.228042815372093	0.367604747192064
PG254667	sp|Q8WWQ0|PHIP_HUMAN PH-interacting protein OS=Homo sapiens GN=PHIP PE=1 SV=2	1821	27.84	26.63	4.283	1	128	49	2	17	15	1	0.0	15	14	208363.2878	174006.8641	167492.6766	174855.2043	199918.823	197120.6085	Q8WWQ0	PHIP	Q8WWQ0	627890.2775000001	154444.6489	156351.29940000002	126498.921975	190348.82905	155397.97415000002	158423.8755125	0.027822079231469	0.992339361829931	0.680760594761267
PG245327	sp|Q9Y3P9|RBGP1_HUMAN Rab GTPase-activating protein 1 OS=Homo sapiens GN=RABGAP1 PE=1 SV=3	1069	19.93	19.08	1.216	1	38	18	1	12	12	1	8.379999999999999e-243	11	11	149597.8961	161397.1599	155553.8264	149888.052	143268.2432	142126.1484	Q9Y3P9	RABGAP1	Q9Y3P9	626949.4694000001	162154.67765	161652.54645	152651.32035	148901.936775	161903.61205	150776.6285625	-0.10272235428919956	0.173930770141799	0.327257523254937
PG248930	sp|Q9HD20|AT131_HUMAN Manganese-transporting ATPase 13A1 OS=Homo sapiens GN=ATP13A1 PE=1 SV=2	1204	18.27	18.27	0.9136	2	55	19	0	13	13	0	5.38e-260	13	13	174261.1904	155466.1658	164809.9132	161022.9246	159253.7016	164548.3409	Q9HD20|Q9HD20-2	ATP13A1	Q9HD20	626928.2407000001	165371.38014999998	149692.48355	144552.68445	171112.313075	157531.93185	157832.4987625	0.002750002748077344	0.996036703292339	0.681912356272673
PG252047	sp|Q15717-2|ELAV1_HUMAN Isoform 2 of ELAV-like protein 1 OS=Homo sapiens GN=ELAVL1	353	44.19	41.64	12.18	2	104	15	1	11	10	1	7.84e-239	10	9	146509.6006	149678.5563	152776.1058	137761.0339	148919.0388	143480.6638	Q15717|Q15717-2	ELAVL1	Q15717-2	626363.8816	155190.44372500002	161006.45004999998	158562.1009	150336.61425	158098.4468875	154449.357575	-0.03368932500108458	0.649796613325332	0.581474349619914
PG250415	sp|Q9P2I0|CPSF2_HUMAN Cleavage and polyadenylation specificity factor subunit 2 OS=Homo sapiens GN=CPSF2 PE=1 SV=2	782	39.9	39.9	5.882	1	60	23	0	11	11	0	0.0	10	10	142656.1276	148267.4511	141276.1398	136399.1115	152966.7166	142761.9112	Q9P2I0	CPSF2	Q9P2I0	625540.2775000001	163195.180125	160144.1264	147546.365	151408.1077	161669.6532625	149477.23635	-0.11312310295228738	0.145423597863994	0.304430445257013
PG250829	sp|Q10570|CPSF1_HUMAN Cleavage and polyadenylation specificity factor subunit 1 OS=Homo sapiens GN=CPSF1 PE=1 SV=2	1443	38.05	38.05	8.247	1	114	45	0	17	17	0	0.0	17	17	141943.4974	146580.0013	150166.366	147739.6622	143282.6163	149496.3451	Q10570	CPSF1	Q10570	624503.5323000001	157883.18455	154923.7962	157709.34875	154444.6489	156403.490375	156076.99882500002	-0.0030147668591281695	0.964453119361447	0.673869931948712
PG248260	sp|Q9BXS5-2|AP1M1_HUMAN Isoform 2 of AP-1 complex subunit mu-1 OS=Homo sapiens GN=AP1M1	435	54.25	54.25	3.218	2	40	19	0	9	8	0	3.45e-262	9	8	150163.7306	155066.3553	151002.2851	147700.3012	149102.4116	147176.4574	Q9BXS5|Q9BXS5-2	AP1M1	Q9BXS5-2	623995.0730999999	156513.49305	162068.465775	156042.031775	148184.08037500002	159290.9794125	152113.05607500003	-0.06652058300847624	0.384155703215184	0.461371713893279
PG250744	sp|Q13363|CTBP1_HUMAN C-terminal-binding protein 1 OS=Homo sapiens GN=CTBP1 PE=1 SV=2	440	33.41	33.41	2.5	2	45	14	0	9	8	0	3.09e-194	9	8	137754.789	139289.371	144733.5787	131810.4044	141693.2869	138344.5143	Q13363|Q13363-2	CTBP1	Q13363	623436.2135000001	171770.8049	158853.730325	147325.24599999998	143118.358675	165312.2676125	145221.80233749998	-0.18693572589013063	0.057739031658799	0.214428928190541
PG251479	sp|Q00796|DHSO_HUMAN Sorbitol dehydrogenase OS=Homo sapiens GN=SORD PE=1 SV=4	357	67.23	67.23	5.602	1	53	20	0	11	10	0	6.16e-275	10	9	148459.7187	159380.7864	152185.1315	143637.2056	154774.0241	147910.4601	Q00796	SORD	Q00796	622696.9621	152348.84695	156097.197025	161652.54645	151852.280425	154223.02198750002	156752.4134375	0.02346951277624419	0.759840366995431	0.617705004309135
PG250947	sp|Q13619|CUL4A_HUMAN Cullin-4A OS=Homo sapiens GN=CUL4A PE=1 SV=3	759	46.51	37.42	11.99	1	95	38	11	27	26	8	0.0	19	18	160931.3302	171307.6016	151965.1903	155024.8333	156788.9884	163171.5119	Q13619	CUL4A	Q13619	622646.1392999999	156214.15714999998	158265.9513	149979.559325	156451.450775	157240.05422499997	153215.50505	-0.03740646438778495	0.596500000606043	0.558149552596206
PG255752	sp|Q9Y399|RT02_HUMAN 28S ribosomal protein S2; mitochondrial OS=Homo sapiens GN=MRPS2 PE=1 SV=1	296	34.8	34.8	2.703	1	32	11	0	7	7	0	3.61e-136	7	7	140888.4537	146945.7654	142349.1117	137728.0848	139376.6418	136364.9825	Q9Y399	MRPS2	Q9Y399	622246.3052000001	157530.3255	168834.938375	149406.94437500002	144637.9367	163182.6319375	147022.44053750002	-0.15045113937472687	0.0982290123247997	0.260776654268326
PG255632	sp|P62241|RS8_HUMAN 40S ribosomal protein S8 OS=Homo sapiens GN=RPS8 PE=1 SV=2	208	66.35	63.46	12.98	1	91	17	1	12	9	0	3.1800000000000004e-248	12	9	138342.6171	142418.5891	146856.2107	143700.5043	142837.8309	139599.2032	P62241	RPS8	P62241	621011.0233	163076.9225	155905.101925	156097.197025	144760.121025	159491.01221249998	150428.659025	-0.08439567688079014	0.314150197859164	0.41700021000192
PG250141	sp|Q86WJ1|CHD1L_HUMAN Chromodomain-helicase-DNA-binding protein 1-like OS=Homo sapiens GN=CHD1L PE=1 SV=2	897	24.3	24.3	6.132	1	62	23	0	14	14	0	3.38502557133e-313	14	14	161948.895	154456.0403	157254.4895	152709.5335	161995.6643	155251.9238	Q86WJ1	CHD1L	Q86WJ1	620149.6675	154923.7962	159256.935075	143365.105425	163195.180125	157090.3656375	153280.14277500001	-0.03542389275665103	0.685295019093986	0.593053670030975
