Protein Group Name	Representative Protein Description	Total Amino Acids	Sequence Coverage (%)	Sequence Coverage Unshared only (%)	Sequence Redundancy (%)	Numbers of Proteins	# of PSMs	# of Unique Peptides	# Shared Peptides	# PSMs in Experiment	# Unique Seq in Experiment	# Shared Peptides in Experiment	P-Score	# Quantified PSMs	# Quantified Peptides	_Env_0Min_(TMT 127C PCN)	_Env_0Min_(TMT 128N PCN)	_Env_5Min_(TMT 129C PCN)	_Env_5Min_(TMT 130N PCN)	_Genome_5Min_(TMT 130C PCN)	_Genome_5Min_(TMT 131N PCN)	Uniprot IDs	Gene Names	Uniprot	tmpSum	0min_1	0min_2	5min_1	5min_2	mean0min	mean5min	log05	pVal05	qVal05
PG247342	sp|Q8N0Z6|TTC5_HUMAN Tetratricopeptide repeat protein 5 OS=Homo sapiens GN=TTC5 PE=1 SV=2	440	24.77	24.77	2.273	1	24	9	0	7	7	0	5.1599999999999997e-141	7	7	90059.5333	80648.725	78647.45936	81844.31934	81382.66895	85602.56067	Q8N0Z6	TTC5	Q8N0Z6	368886.1636	94924.799405	93493.887775	84349.3273775	96186.1572725	94209.34359	90267.742325	-0.06165962722684682	0.485156302959564	0.390714596443117
PG250740	sp|Q12996|CSTF3_HUMAN Cleavage stimulation factor subunit 3 OS=Homo sapiens GN=CSTF3 PE=1 SV=1	717	26.08	26.08	8.089	1	95	18	0	8	7	0	4.21e-260	8	7	95263.73064	98772.16549	94637.5979	98093.66488	96575.37134	102965.016	Q12996	CSTF3	Q12996	368588.96509	78379.40664249999	83845.3406525	97553.92756499999	109159.5367	81112.3736475	103356.7321325	0.3496384429802838	0.0116563987656953	0.0841023922911278
PG243305	sp|Q07666|KHDR1_HUMAN KH domain-containing; RNA-binding; signal transduction-associated protein 1 OS=Homo sapiens GN=KHDRBS1 PE=1 SV=1	443	37.92	34.54	18.28	1	112	24	4	13	10	2	1.85e-302	9	8	92693.36284	98110.98596	96556.98693	105085.8247	110982.5987	101881.1514	Q07666	KHDRBS1	Q07666	368456.18748	90763.245665	86510.205525	100540.9425375	89291.99742500001	88636.725595	94916.46998125	0.09875386001596975	0.3057804327138	0.310821753058439
PG250103	tr|A0A087X211|A0A087X211_HUMAN Protein CIP2A OS=Homo sapiens GN=KIAA1524 PE=1 SV=1	906	20.75	20.75	1.214	2	30	19	0	9	9	0	2.0200000000000002e-231	9	9	87722.03924	93249.58738	92459.08316	89381.51617	97931.76048	97429.73293	Q8TCG1|A0A087X211	KIAA1524	A0A087X211	368387.58919	91856.34985500001	91856.34985500001	89152.0114775	94924.799405	91856.34985500001	92038.40544125	0.0028565336388597863	0.974713781806361	0.535351740645233
PG247066	sp|P07996|TSP1_HUMAN Thrombospondin-1 OS=Homo sapiens GN=THBS1 PE=1 SV=2	1170	5.897	5.897	0.0	1	11	7	0	5	5	0	2.46e-78	5	5	49550.14938	53491.63599	141389.5321	143170.3051	118317.9641	132551.6369	P07996	THBS1	P07996	368301.87849000003	47397.8471	52911.802865	126467.451325	147178.939075	50154.824982499995	136823.19520000002	1.4478524240168713	8.21793272913662e-05	0.0054248750066555
PG247365	sp|Q99614|TTC1_HUMAN Tetratricopeptide repeat protein 1 OS=Homo sapiens GN=TTC1 PE=1 SV=1	292	64.04	64.04	12.67	1	36	15	0	6	6	0	2.45e-214	6	6	87710.33611	83651.16065	82392.44503	86655.72224	85631.50094	89832.26204	Q99614	TTC1	Q99614	367946.02432	93338.1375675	90608.18459	84034.5642175	100308.23840249999	91973.16107875001	92171.40130999999	0.0031062585319487916	0.982619577271519	0.537345848538021
PG254504	sp|Q8N543|OGFD1_HUMAN Prolyl 3-hydroxylase OGFOD1 OS=Homo sapiens GN=OGFOD1 PE=1 SV=1	542	27.31	27.31	4.428	2	37	13	0	7	6	0	5.61e-194	7	6	89639.65394	84367.52839	84602.74083	83399.48341	90153.93851	91959.36296	Q8N543|A0A0A0MTR2	OGFOD1	Q8N543	367641.84534	90008.8514025	91193.90467	87522.439635	98918.63912	90601.37803625001	93220.53937750001	0.04111486672862693	0.660757627914044	0.451224421191804
PG245769	tr|A2RUF3|A2RUF3_HUMAN SLIT-ROBO Rho GTPase activating protein 2 OS=Homo sapiens GN=SRGAP2 PE=1 SV=1	1071	17.09	17.09	1.867	3	28	14	0	5	5	0	1.44e-168	5	5	93587.35583	90173.52322	86367.12313	88276.53687	83264.47384	88556.8904	O75044|B7ZM87|A2RUF3	SRGAP2	A2RUF3	367626.92886000004	94266.9485275	88584.0376225	90531.8382575	94380.41285749999	91425.493075	92456.1255575	0.01617240431986353	0.81578800236381	0.495356483296404
PG251332	sp|O94905|ERLN2_HUMAN Erlin-2 OS=Homo sapiens GN=ERLIN2 PE=1 SV=1	339	21.53	12.39	0.0	2	16	7	3	4	4	1	3.81e-92	3	3	93678.56481	93843.38283	86761.39364	83811.09391	79675.19265	83807.84457	O94905|E5RHW4	ERLIN2	O94905	367559.39251000003	94198.59756750001	101962.58072	87086.29778	83544.22968	98080.58914375	85315.26373	-0.20116376813381973	0.0419960486810411	0.135128017122799
PG250550	sp|P30622|CLIP1_HUMAN CAP-Gly domain-containing linker protein 1 OS=Homo sapiens GN=CLIP1 PE=1 SV=2	1438	16.97	15.09	2.364	2	50	21	2	7	7	0	2.52e-284	7	7	92721.99841	87959.40848	90394.29259	91552.22735	88883.75794	96926.84829	P30622|P30622-1	CLIP1	P30622	367148.66664000007	84507.2489925	87002.81738	94728.838655	101697.799725	85755.03318624999	98213.31919000001	0.19569733945941897	0.0390062682722072	0.131658856888777
PG266634	tr|A0A0U1RRH6|A0A0U1RRH6_HUMAN PHD finger protein 14 OS=Homo sapiens GN=PHF14 PE=1 SV=1	948	21.94	21.94	2.954	1	46	17	0	5	4	0	1.7900000000000002e-208	5	4	83348.04933	93490.22787	88707.01725	91788.78483	99846.38102	97650.29192	A0A0U1RRH6	PHF14	A0A0U1RRH6	366836.57536	84034.5642175	88212.2677725	99907.57548	95134.3804025	86123.41599499999	97520.97794124999	0.17930704976336523	0.0460614718764603	0.137912385165065
PG248598	sp|P36404|ARL2_HUMAN ADP-ribosylation factor-like protein 2 OS=Homo sapiens GN=ARL2 PE=1 SV=4	184	44.02	44.02	0.0	1	14	6	0	5	5	0	3.53e-86	5	5	97223.36519	79282.85849	81760.41762	84050.42987	84325.6381	85058.11533	P36404	ARL2	P36404	366702.24867	98032.498935	97849.93142	81322.91638	88936.1499175	97941.2151775	85129.53314875	-0.2022563772821777	0.0399263651881106	0.13241279168882
PG254018	sp|P13995|MTDC_HUMAN Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase; mitochondrial OS=Homo sapiens GN=MTHFD2 PE=1 SV=2	350	49.43	49.43	6.0	1	35	13	0	8	7	0	1.01e-175	8	7	92682.56068	86767.26033	77107.64365	81160.80355	79951.91032	83038.40025	P13995	MTHFD2	P13995	366576.67545	100049.3858975	92440.7349725	84197.06223000001	89010.340425	96245.06043499999	86603.7013275	-0.15228381431560423	0.0994815400878702	0.187953694107934
PG243485	sp|P62310|LSM3_HUMAN U6 snRNA-associated Sm-like protein LSm3 OS=Homo sapiens GN=LSM3 PE=1 SV=2	102	19.61	19.61	0.0	1	10	2	0	2	2	0	7.150000000000001e-27	2	2	95419.63823	83487.3816	85453.49995	88720.70608	90333.23115	94568.4822	P62310	LSM3	P62310	366079.43088	95425.0250525	93812.958725	86009.41192	91118.33276	94618.99188875	88563.87234	-0.09541148638012395	0.197720394420395	0.251149380780516
PG256424	sp|O95793|STAU1_HUMAN Double-stranded RNA-binding protein Staufen homolog 1 OS=Homo sapiens GN=STAU1 PE=1 SV=2	577	40.55	37.78	9.879	2	53	20	2	8	8	0	2.48e-283	8	8	84977.21289	87598.98534	85260.51643	91012.45883	98794.76344	95989.71843	O95793|O95793-2	STAU1	O95793	365979.78721	90516.3066525	87688.76216	93255.80344	93932.395635	89102.53440625	93594.0995375	0.07095111277907598	0.285153049490703	0.299896362116706
PG245540	sp|P62913|RL11_HUMAN 60S ribosomal protein L11 OS=Homo sapiens GN=RPL11 PE=1 SV=2	178	73.03	73.03	33.15	2	64	15	0	8	7	0	3.53e-214	8	7	100022.5678	91990.08092	97288.65113	103826.3872	101103.3938	99524.07592	P62913|P62913-2	RPL11	P62913	365922.72217	96186.1572725	89424.29812749999	97933.6386225	81911.24466	92805.22769999999	89922.44164125	-0.045524865143034964	0.665292757054382	0.452222122082104
PG254187	sp|Q9H857-2|NT5D2_HUMAN Isoform 2 of 5'-nucleotidase domain-containing protein 2 OS=Homo sapiens GN=NT5DC2	557	29.8	29.8	0.0	2	20	13	0	7	7	0	9.16e-183	7	7	87171.23203	90759.8523	86257.54665	80848.05372	84041.04531	87449.49851	Q9H857|Q9H857-2	NT5DC2	Q9H857-2	365757.51119	94037.772425	95308.752245	86191.72186250001	89979.10515250001	94673.262335	88085.41350750001	-0.10405390061322657	0.152006448039446	0.225611682185846
PG243242	sp|O43813|LANC1_HUMAN LanC-like protein 1 OS=Homo sapiens GN=LANCL1 PE=1 SV=1	399	34.84	34.84	0.0	1	38	11	0	9	8	0	1.13e-149	9	8	89761.94483	89094.38854	81083.69759	85974.6556	80538.09503	91255.24212	O43813	LANCL1	O43813	365609.37158	93381.3602	94069.019745	84798.52779749999	93408.3271	93725.1899725	89103.42744875	-0.07295591726670753	0.360465124783003	0.338092290588149
PG248338	sp|P09525|ANXA4_HUMAN Annexin A4 OS=Homo sapiens GN=ANXA4 PE=1 SV=4	319	55.17	52.98	3.762	1	47	16	1	7	7	0	2.46e-209	7	7	92453.71977	85981.47973	92180.43089	90427.31269	85076.70743	90639.50912	P09525	ANXA4	P09525	365565.13072	85047.892005	91256.58615	93338.1375675	96113.17643749999	88152.23907750001	94725.6570025	0.10375802643943892	0.188401128982437	0.246269291336837
PG244136	sp|Q9H6R4|NOL6_HUMAN Nucleolar protein 6 OS=Homo sapiens GN=NOL6 PE=1 SV=2	1146	25.13	25.13	0.0	2	65	23	0	12	10	0	2.71e-299	12	10	85910.84437	97203.53744	85419.86145	94205.24999	85453.36026	91262.11163	Q9H6R4|Q9H6R4-4	NOL6	Q9H6R4	365347.12947000004	89979.10515250001	91630.9993275	94380.41285749999	87879.40818500001	90805.05224	91129.91052125	0.005152082066285209	0.951459610112945	0.530028424840361
PG242159	sp|P37235|HPCL1_HUMAN Hippocalcin-like protein 1 OS=Homo sapiens GN=HPCAL1 PE=1 SV=3	193	38.34	38.34	0.0	1	12	7	0	7	7	0	6.35e-94	7	7	90581.71988	85762.7137	83137.49354	82790.26396	89088.75822	95207.61641	P37235	HPCAL1	P37235	365139.52991000004	90039.327225	97289.6484875	86981.28213	90432.6749975	93664.48785625	88706.97856375	-0.07845455965138115	0.324838386876342	0.320963851740749
PG243160	sp|Q8N9T8|KRI1_HUMAN Protein KRI1 homolog OS=Homo sapiens GN=KRI1 PE=1 SV=3	703	38.26	38.26	14.22	1	78	22	0	6	6	0	1.82312225589003e-310	6	6	89283.14375	92677.3753	89666.78372	88396.8631	94646.64022	97387.55237	Q8N9T8	KRI1	Q8N9T8	364941.13194	89129.2685975	95052.21693	96504.0421125	84151.82978	92090.74276375	90327.93594625	-0.02788389698111256	0.755647612978776	0.478760648029985
PG252007	sp|P50402|EMD_HUMAN Emerin OS=Homo sapiens GN=EMD PE=1 SV=1	254	58.66	58.66	5.118	1	42	11	0	6	5	0	2.12e-156	6	5	84496.26306	95767.13141	87812.12339	84389.2049	76756.66797	79732.4919	P50402	EMD	P50402	364286.37617	94831.42942	94266.9485275	92634.13489	82722.67889	94549.18897375	87678.40689	-0.10884349816759699	0.222734299048246	0.265141350617096
PG244329	tr|B1AHD1|B1AHD1_HUMAN NHP2-like protein 1 OS=Homo sapiens GN=SNU13 PE=1 SV=1	132	78.03	78.03	22.73	2	33	10	0	4	4	0	9.179999999999999e-141	4	4	95923.80136	79854.52762	85015.63208	83959.55693	87818.21848	96151.00164	P55769|B1AHD1	SNU13	B1AHD1	363992.00619	97501.19257750001	92505.66305999999	85805.15226999999	87667.909165	95003.42781875	86736.53071749999	-0.13133982873733868	0.0978710413497801	0.186779257445432
PG252465	sp|P85037|FOXK1_HUMAN Forkhead box protein K1 OS=Homo sapiens GN=FOXK1 PE=1 SV=1	733	28.51	21.42	9.823	1	157	22	7	4	4	0	1.94e-268	4	4	86033.88637	85925.53235	83492.41668	84261.87536	85013.88607	90313.40343	P85037	FOXK1	P85037	363390.39442	92769.1249825	91805.9325075	88138.9032475	89078.6567675	92287.52874499999	88608.7800075	-0.0586860441000794	0.355145185841737	0.335714665596037
PG254558	sp|Q9UBU9|NXF1_HUMAN Nuclear RNA export factor 1 OS=Homo sapiens GN=NXF1 PE=1 SV=1	619	42.97	42.97	6.624	1	53	23	0	7	7	0	2.1519167617126e-311	7	7	90290.43143	95421.15537	93201.47653	91051.80411	102127.2293	99511.28508	Q9UBU9	NXF1	Q9UBU9	363179.17724999995	88005.6229475	88392.69578000001	96327.012435	91353.335955	88199.15936375	93840.174195	0.0894407860784871	0.217593065263723	0.262983245846852
PG244397	sp|Q9BZF1|OSBL8_HUMAN Oxysterol-binding protein-related protein 8 OS=Homo sapiens GN=OSBPL8 PE=1 SV=3	889	29.36	27.67	1.35	3	48	20	2	7	7	1	3.46e-286	6	6	86086.69982	105725.5406	90425.14869	91803.96002	84595.32931	92971.27302	Q9BZF1|Q9BZF1-2|Q9BZF1-3	OSBPL8	Q9BZF1	363101.25682	94763.915415	89291.99742500001	95783.7930575	82488.30706	92027.95642	89136.05005875	-0.04606316095132556	0.63052706557638	0.44290255589629
PG248551	sp|O94973-2|AP2A2_HUMAN Isoform 2 of AP-2 complex subunit alpha-2 OS=Homo sapiens GN=AP2A2	940	30.21	19.04	1.383	2	58	24	9	13	13	5	0.0	8	8	89483.16823	94514.93844	91112.43157	88347.43673	91184.45373	93519.48186	O94973|O94973-2	AP2A2	O94973-2	363060.16187	92705.4444325	94436.28631	90432.6749975	85372.86282000001	93570.86537125	87902.76890875	-0.0901507854576718	0.219471951645185	0.263627785922743
PG247876	tr|F2Z2X4|F2Z2X4_HUMAN Exportin-4 OS=Homo sapiens GN=XPO4 PE=1 SV=1	1151	13.12	12.51	0.0	2	35	13	1	7	6	1	6.23e-168	5	5	90389.43533	86620.57476	85209.55442	86939.87705	85363.8949	86389.86945	Q9C0E2|F2Z2X4	XPO4	F2Z2X4	363044.56423	90531.8382575	93709.289935	91946.44314	86314.696975	92120.56409624999	89130.57005750001	-0.04760291238644011	0.504158601434817	0.398437886349833
PG255754	tr|J3QLS3|J3QLS3_HUMAN 28S ribosomal protein S7; mitochondrial OS=Homo sapiens GN=MRPS7 PE=1 SV=1	271	42.44	42.44	8.856	2	27	12	0	7	7	0	9.92e-164	7	7	94218.62329	89784.27234	96286.07415	100921.4498	95976.11878	95394.71878	Q9Y2R9|J3QLS3	MRPS7	J3QLS3	362711.752	84349.3273775	79255.0053325	104576.0562	95015.5625975	81802.166355	99795.80939875	0.286840185178621	0.0183310136258135	0.0998340896026315
PG248397	sp|P35611-6|ADDA_HUMAN Isoform 6 of Alpha-adducin OS=Homo sapiens GN=ADD1	662	35.35	35.35	17.82	3	92	20	0	6	6	0	2.9899999999999997e-292	6	6	87460.59426	93234.93581	87618.94687	85871.14051	93727.52302	95334.96827	P35611-2|P35611-4|P35611-6	ADD1	P35611-6	362392.46867	88888.3659275	93408.3271	89594.920485	91719.21622249999	91148.34651375	90657.06835374999	-0.007796976682834154	0.910063957666485	0.520488224999056
PG244100	sp|O75323|NIPS2_HUMAN Protein NipSnap homolog 2 OS=Homo sapiens GN=GBAS PE=1 SV=1	286	30.77	27.97	5.594	1	22	11	2	5	5	0	5.81e-141	5	5	93637.81914	87760.28014	84564.00331	78380.32939	81598.95638	84725.25101	O75323	GBAS	O75323	362382.59388000006	98957.320385	92705.4444325	81967.3109425	87716.63466000001	95831.38240875	84841.97280125	-0.17572001254689895	0.0654245797837896	0.15844516538875
PG248049	sp|P16219|ACADS_HUMAN Short-chain specific acyl-CoA dehydrogenase; mitochondrial OS=Homo sapiens GN=ACADS PE=1 SV=1	412	15.53	15.53	0.0	2	7	5	0	4	4	0	5.65e-74	4	4	92847.73068	87377.23936	80132.37561	79918.71961	80407.4497	79524.55633	P16219|E9PE82	ACADS	P16219	362241.15599999996	97289.6484875	93825.1801525	81651.7460325	89783.571305	95557.41432000001	85717.65866875	-0.15677537243733666	0.0944051227208346	0.183420567453574
PG244990	sp|Q6ZRP7|QSOX2_HUMAN Sulfhydryl oxidase 2 OS=Homo sapiens GN=QSOX2 PE=1 SV=3	698	14.61	14.61	0.0	1	18	8	0	6	6	0	3.78e-113	6	6	83591.11711	88624.62138	82833.55325	91365.98179	84646.55862	91014.98906	Q6ZRP7	QSOX2	Q6ZRP7	362138.05130000005	94662.0030375	87086.29778	90039.327225	90883.355775	90874.15040874999	90461.34150000001	-0.006568580568887973	0.94215750256163	0.526964108707629
PG246115	sp|Q9BRT9|SLD5_HUMAN DNA replication complex GINS protein SLD5 OS=Homo sapiens GN=GINS4 PE=1 SV=1	223	48.43	48.43	10.76	1	24	12	0	6	6	0	5.66e-158	6	6	87046.33951	87083.99512	88230.34761	86850.13689	83390.62655	94056.56021	Q9BRT9	GINS4	Q9BRT9	362003.94802	82130.23687749999	96113.17643749999	87320.1757275	96900.16278	89121.70665749999	92110.16925375	0.04758358302380049	0.661560520756037	0.451550269696402
PG243440	sp|Q96GA3|LTV1_HUMAN Protein LTV1 homolog OS=Homo sapiens GN=LTV1 PE=1 SV=1	475	23.58	23.58	11.58	1	36	14	0	5	5	0	1.43e-193	5	5	87905.96299	84205.86584	88697.51288	83306.1045	92812.07337	97430.92513	Q96GA3	LTV1	Q96GA3	361910.69015	94069.019745	92769.1249825	87219.2092175	87198.86326	93419.07236374999	87209.03623875	-0.09923949065551173	0.148406588866073	0.22337779608545
PG253982	sp|Q9UKD2|MRT4_HUMAN mRNA turnover protein 4 homolog OS=Homo sapiens GN=MRTO4 PE=1 SV=2	239	56.49	56.49	23.85	1	51	15	0	6	6	0	6.2e-209	6	6	85260.47494	84006.56609	82457.03716	84799.45226	82887.91612	91075.41124	Q9UKD2	MRTO4	Q9UKD2	361696.67938	93278.9560075	87320.1757275	91630.9993275	89152.0114775	90299.5658675	90391.5054025	0.0014681491644354312	0.975837923777924	0.535501301135004
PG247534	sp|Q8NBM4|UBAC2_HUMAN Ubiquitin-associated domain-containing protein 2 OS=Homo sapiens GN=UBAC2 PE=1 SV=1	344	18.31	18.31	0.0	1	12	5	0	3	3	0	1.94e-66	3	3	81881.28342	102449.2475	93428.40125	87527.17905	85458.63538	87500.35503	Q8NBM4	UBAC2	Q8NBM4	361590.55282	90740.3859075	85683.2920475	95052.21693	88888.3659275	88211.8389775	91970.29142875	0.0601956179613343	0.439202170271949	0.37341359322427
PG255778	sp|P55011|S12A2_HUMAN Solute carrier family 12 member 2 OS=Homo sapiens GN=SLC12A2 PE=1 SV=1	1212	18.4	18.4	2.805	1	40	17	0	8	8	0	4.58e-249	8	8	85705.03164	89309.1369	92271.63768	90247.40106	83725.959	87145.82709	P55011	SLC12A2	P55011	361363.90162	89914.4263875	87492.116395	90655.70605000001	93381.3602	88703.27139125	92018.533125	0.052937146166148384	0.420734565313794	0.36487322998464
PG243549	sp|Q96A72|MGN2_HUMAN Protein mago nashi homolog 2 OS=Homo sapiens GN=MAGOHB PE=1 SV=1	148	77.7	77.7	35.81	2	54	14	0	8	8	0	4.62e-204	8	8	92863.40215	74869.43022	85913.94021	95247.46099	99552.08749	92305.62759	P61326|Q96A72	MAGOH|MAGOHB	Q96A72	361301.75057	87931.4650125	88819.8022775	92769.1249825	93003.87224	88375.633645	92886.49861124999	0.07182025695404157	0.267130181741184	0.290555813177648
PG242646	sp|P78318|IGBP1_HUMAN Immunoglobulin-binding protein 1 OS=Homo sapiens GN=IGBP1 PE=1 SV=1	339	45.72	43.95	3.54	1	42	14	1	8	6	0	1.11e-201	8	6	87881.01442	80085.03133	79115.46717	88445.02625	90554.62486	92794.60356	P78318	IGBP1	P78318	361053.16006	89401.9484375	94561.649785	83433.1814225	93892.8996575	91981.79911125	88663.04054	-0.053015578290449325	0.547819841860128	0.412243943080967
PG255446	sp|P09651|ROA1_HUMAN Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens GN=HNRNPA1 PE=1 SV=5	372	61.29	29.57	46.51	3	467	36	23	37	21	17	0.0	7	4	84375.95157	88686.3667	92561.74467	85336.66528	94537.12211	97021.38331	P09651|P09651-2|F8W6I7	HNRNPA1	P09651	360954.58467	82231.0636375	85372.86282000001	95015.5625975	98981.1734875	83801.96322875001	96998.36804249999	0.21097643241549477	0.0234213686342012	0.109505018002114
PG249155	sp|P36542|ATPG_HUMAN ATP synthase subunit gamma; mitochondrial OS=Homo sapiens GN=ATP5C1 PE=1 SV=1	298	40.27	40.27	5.705	2	55	14	0	6	5	0	8.12e-184	6	5	101032.4345	99225.08847	95054.57318	81798.74885	93199.73626	88588.02771	P36542|P36542-2	ATP5C1	P36542	360860.5308	92505.66305999999	92577.60272	85861.2708275	88293.27059	92541.63289	87077.27070875	-0.08780636599659389	0.196967865867043	0.250969264473219
PG242377	sp|Q14103-4|HNRPD_HUMAN Isoform 4 of Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens GN=HNRNPD	287	59.93	21.6	40.07	1	127	28	19	17	11	7	0.0	5	4	92105.00452	93071.45912	84032.44344	100822.3056	94585.23987	94483.1553	Q14103-4	HNRNPD	Q14103-4	360809.85104	90917.02994000001	95618.36335	88819.8022775	84883.62293750001	93267.696645	86851.7126075	-0.10282319143257475	0.182905965950462	0.243776824868891
PG248808	sp|Q9UJX6|ANC2_HUMAN Anaphase-promoting complex subunit 2 OS=Homo sapiens GN=ANAPC2 PE=1 SV=1	822	15.45	15.45	2.068	1	30	10	0	6	6	0	1.2e-138	6	6	92156.63762	89761.39387	84285.98141	78997.08142	80657.98349	86098.17633	Q9UJX6	ANAPC2	Q9UJX6	360523.9442	92671.7202325	89594.920485	90608.18459	86981.28213	91133.32035875	88794.73336000001	-0.037504522490047515	0.573608329894686	0.422723135060046
PG251094	tr|Q5T5H1|Q5T5H1_HUMAN Alpha-endosulfine OS=Homo sapiens GN=ENSA PE=1 SV=1	187	50.8	44.92	36.36	7	32	14	1	4	4	0	1.52e-181	4	4	85344.24605	82986.918	79394.7673	78220.62321	76153.82487	86080.60523	O43768|O43768-2|O43768-3|O43768-4|O43768-9|Q5T5H1|A6NMQ3	ENSA	Q5T5H1	360281.74673	85805.15226999999	96053.5675025	86107.9770875	92769.1249825	90929.35988625	89438.551035	-0.023849381029983182	0.805240397234709	0.493117357838646
PG259200	tr|F5H8D7|F5H8D7_HUMAN DNA repair protein XRCC1 OS=Homo sapiens GN=XRCC1 PE=1 SV=2	602	39.53	39.53	13.62	1	107	22	0	8	8	0	4.3499999999999996e-304	8	8	90393.02211	86393.88802	86723.96394	83582.61591	81883.65718	85172.63557	F5H8D7	XRCC1	F5H8D7	359994.90722	89486.14352499999	95134.3804025	86876.184985	88061.61044250001	92310.26196375	87468.89771375	-0.0777209255177518	0.288594612519305	0.301711000064114
PG252089	sp|P18074|ERCC2_HUMAN TFIIH basal transcription factor complex helicase XPD subunit OS=Homo sapiens GN=ERCC2 PE=1 SV=1	760	21.32	21.32	0.0	2	28	13	0	5	5	0	1.35e-174	5	5	96722.46433	99102.54587	92184.6003	94102.03931	91279.87665	92504.66695	P18074|A8MX75	ERCC2	P18074	359876.66001999995	84255.7356175	85410.74475	95134.3804025	95052.21693	84833.24018375	95093.29866624999	0.16471400995169053	0.0386217579894092	0.131658856888777
PG242561	sp|O15397|IPO8_HUMAN Importin-8 OS=Homo sapiens GN=IPO8 PE=1 SV=2	1037	19.09	18.13	0.0	1	37	16	1	5	5	0	3.03e-230	5	5	94306.87785	81600.87598	87590.21657	89625.82564	91814.3012	95759.81251	O15397	IPO8	O15397	359709.83815	93892.8996575	90740.3859075	84449.4928825	90816.1487025	92316.6427825	87632.82079249999	-0.07511946120234186	0.323809670966985	0.320359576917797
PG253040	sp|P36915|GNL1_HUMAN Guanine nucleotide-binding protein-like 1 OS=Homo sapiens GN=GNL1 PE=1 SV=2	607	34.43	34.43	4.778	1	90	19	0	7	7	0	9.75e-283	7	7	95520.6027	90715.52898	88671.39238	88600.65485	90106.03069	91027.95472	P36915	GNL1	P36915	359362.01660000003	93812.958725	86420.32741	91856.34985500001	86852.5121925	90116.6430675	89354.43102375	-0.01225429950356519	0.882283469862028	0.513144212741069
PG252960	sp|Q9H936|GHC1_HUMAN Mitochondrial glutamate carrier 1 OS=Homo sapiens GN=SLC25A22 PE=1 SV=1	323	33.44	33.44	0.0	2	18	9	0	5	5	0	5.21e-101	5	5	90600.15397	88861.00364	78883.22555	86796.40119	72034.28068	85532.06067	Q9H936|E9PJH7	SLC25A22	Q9H936	358656.614	93031.848385	96259.938075	82370.4148125	86369.2576325	94645.89323	84369.8362225	-0.16581260651605592	0.0518479837196489	0.144327463236617
PG244487	sp|Q99447-3|PCY2_HUMAN Isoform 3 of Ethanolamine-phosphate cytidylyltransferase OS=Homo sapiens GN=PCYT2	407	27.03	27.03	3.44	2	20	9	0	4	4	0	2.1e-118	4	4	91089.77681	88984.58077	83426.60679	88908.46857	79866.85027	93159.32458	Q99447|Q99447-3	PCYT2	Q99447-3	358587.32037	88392.69578000001	88061.61044250001	86640.1721775	96327.012435	88227.15311125001	91483.59230625001	0.05229028426108364	0.541707835389996	0.410527778480073
PG244089	tr|H0UI80|H0UI80_HUMAN Negative elongation factor C/D OS=Homo sapiens GN=TH1L PE=1 SV=1	599	21.37	21.37	0.0	4	24	10	0	7	7	0	8.1e-159	7	7	89204.20856	88076.91588	82457.22209	87613.762	81292.89023	86144.58092	Q8IXH7|Q8IXH7-4|H0UI80|X6RLT1	NELFCD|TH1L	H0UI80	357670.8312	91193.90467	95117.53085750001	80848.89205	90008.8514025	93155.71776375	85428.87172625	-0.12492059383602387	0.177439474495204	0.241346830608877
PG248802	sp|Q9BTT0|AN32E_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member E OS=Homo sapiens GN=ANP32E PE=1 SV=1	268	36.94	36.94	8.955	1	40	10	0	4	4	0	2.91e-148	4	4	99137.47381	89424.74531	75661.00468	81934.93335	70727.5878	77241.18083	Q9BTT0	ANP32E	Q9BTT0	357623.65618000005	96874.5296275	94015.8481	78734.27170750001	87492.116395	95445.18886375	83113.19405125	-0.19959495697791368	0.0533816191959087	0.144875640500399
