Protein Group Name,Uniprot IDs,Representative Protein Description,Uniprot,Exp1 5 min log2 fold change,Exp1 5 min q-value,Exp1 60 min log2 fold change,Exp1 60 min q-value,Exp2 5 min log2 fold change,Exp2 5 min q-value,Exp2 60 min log2 fold change,Exp2 60 min q-value,Significant
PG243212,Q86UP2|Q86UP2-3|Q86UP2-4,sp|Q86UP2|KTN1_HUMAN Kinectin OS=Homo sapiens GN=KTN1 PE=1 SV=1,Q86UP2,0.10246370385814602,0.254482667995721,0.36949304873945304,0.0053032115683915,0.10070585993766426,0.235731050778595,0.028462738883152434,0.597685821615489,False
PG244429,O14737,sp|O14737|PDCD5_HUMAN Programmed cell death protein 5 OS=Homo sapiens GN=PDCD5 PE=1 SV=3,O14737,-0.15313086064918624,0.136888237128417,-0.3161082629564234,0.0037408446631003,-0.18668324795300686,0.117503737169358,-0.11167736887271904,0.356827488306952,False
PG251699,Q86XP3,sp|Q86XP3|DDX42_HUMAN ATP-dependent RNA helicase DDX42 OS=Homo sapiens GN=DDX42 PE=1 SV=1,Q86XP3,0.12147720920284374,0.176872558056152,0.34105508303075077,0.0070809673438452,0.011168012171825429,0.517918250641085,0.13318432837550268,0.313133832424684,False
PG256369,O00267-2,sp|O00267-2|SPT5H_HUMAN Isoform 2 of Transcription elongation factor SPT5 OS=Homo sapiens GN=SUPT5H,O00267-2,0.014636268273738108,0.634548630549359,0.22178211626783745,0.0436047901356526,-0.021095312097301217,0.474504660488757,-0.06478454191448484,0.445769666797241,False
PG245583,P35268,sp|P35268|RL22_HUMAN 60S ribosomal protein L22 OS=Homo sapiens GN=RPL22 PE=1 SV=2,P35268,-0.1889008252941147,0.253297042206002,-0.6102491040636182,0.0062028302823322,-0.10743018471117795,0.34299053965597,0.07102801032434689,0.57519378159807,True
PG255070,Q8WWY3,sp|Q8WWY3|PRP31_HUMAN U4/U6 small nuclear ribonucleoprotein Prp31 OS=Homo sapiens GN=PRPF31 PE=1 SV=2,Q8WWY3,0.15360546106375095,0.127859703906541,0.31920873180852155,0.0069331852970086,-0.008774510000831464,0.517469721530864,-0.02851189566144796,0.60953691544233,False
PG252092,P62495,sp|P62495|ERF1_HUMAN Eukaryotic peptide chain release factor subunit 1 OS=Homo sapiens GN=ETF1 PE=1 SV=3,P62495,0.11695427662800956,0.504548674100693,-0.016454337060797512,0.470238654075775,-0.09348273644827418,0.2460896472652,-0.04320068491980386,0.530456400817263,False
PG251182,P30040,sp|P30040|ERP29_HUMAN Endoplasmic reticulum resident protein 29 OS=Homo sapiens GN=ERP29 PE=1 SV=4,P30040,0.05125249266881893,0.526431874952855,0.15454216811175722,0.064400556289227,-0.15220396144031817,0.167070203033672,-0.24013781953115668,0.143347005145156,False
PG248697,Q9BZZ5-2,sp|Q9BZZ5-2|API5_HUMAN Isoform 2 of Apoptosis inhibitor 5 OS=Homo sapiens GN=API5,Q9BZZ5-2,0.03478891500797617,0.54689352123384,0.1490189162804377,0.0265406758703759,-0.00852704402179609,0.515139620938399,0.0503546349308957,0.518539270038223,False
PG252455,Q00688,sp|Q00688|FKBP3_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP3 OS=Homo sapiens GN=FKBP3 PE=1 SV=1,Q00688,-0.09068051665752067,0.375290830106232,-0.2117677116686404,0.0398791868082337,-0.036767257808381096,0.422598529831745,0.030367876681422986,0.598470834560467,False
PG247499,P54578,sp|P54578|UBP14_HUMAN Ubiquitin carboxyl-terminal hydrolase 14 OS=Homo sapiens GN=USP14 PE=1 SV=3,P54578,-0.16927438215163218,0.167920140187801,-0.5231586603770193,0.0024909687381208,-0.09166609316847675,0.26081300780894,-0.015040499249200654,0.652632539571357,False
PG254043,P28482,sp|P28482|MK01_HUMAN Mitogen-activated protein kinase 1 OS=Homo sapiens GN=MAPK1 PE=1 SV=3,P28482,0.023758070501182515,0.576212408362329,0.08765776195158757,0.112373304016895,0.02971778289118739,0.444962674157147,-0.10182435899379033,0.376743798165565,False
PG255701,P21912,sp|P21912|SDHB_HUMAN Succinate dehydrogenase [ubiquinone] iron-sulfur subunit; mitochondrial OS=Homo sapiens GN=SDHB PE=1 SV=3,P21912,0.11752932178125862,0.330827458310964,0.22981003963388127,0.0314516299220441,-0.21366093085801777,0.105896467185071,-0.20665703590522627,0.200929852512972,False
PG256772,P45974|P45974-2,sp|P45974|UBP5_HUMAN Ubiquitin carboxyl-terminal hydrolase 5 OS=Homo sapiens GN=USP5 PE=1 SV=2,P45974,0.04345241706195129,0.518136397242646,0.2813728560769979,0.012612370424251,0.21677060163421602,0.0993589463730658,0.009139722071069036,0.661889508516803,False
PG255025,P48147,sp|P48147|PPCE_HUMAN Prolyl endopeptidase OS=Homo sapiens GN=PREP PE=1 SV=2,P48147,0.04053795376620443,0.54689352123384,0.1280045357647894,0.0980706835925123,0.13039673487194087,0.17998229488432,-0.020188523290920565,0.626328775722267,False
PG256546,Q8TCJ2,sp|Q8TCJ2|STT3B_HUMAN Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B OS=Homo sapiens GN=STT3B PE=1 SV=1,Q8TCJ2,-0.11013627011886701,0.475771235165552,-0.21056847637371875,0.130719902908154,0.011104917066854507,0.532346388206254,-0.017052275046293634,0.644682996425267,False
PG254635,Q9UHV9,sp|Q9UHV9|PFD2_HUMAN Prefoldin subunit 2 OS=Homo sapiens GN=PFDN2 PE=1 SV=1,Q9UHV9,0.07974535642521739,0.410451452097364,0.0020365417577654314,0.539330225345199,0.01302676048585702,0.519622500724642,0.35482705227423655,0.133512462548464,False
PG247941,Q04917,sp|Q04917|1433F_HUMAN 14-3-3 protein eta OS=Homo sapiens GN=YWHAH PE=1 SV=4,Q04917,0.03322704420145273,0.565317935500909,0.23754001302495276,0.065940812538048,0.15464365741017366,0.187791445661339,-0.14116105440640342,0.237366358912027,False
PG245979,Q92922,sp|Q92922|SMRC1_HUMAN SWI/SNF complex subunit SMARCC1 OS=Homo sapiens GN=SMARCC1 PE=1 SV=3,Q92922,-0.16538443237220893,0.163542951355987,-0.3418829430054882,0.0030410809898177,0.15942614131695937,0.173821415357673,0.059608510834490286,0.494399514628793,False
PG256398,Q9Y3F4|Q9Y3F4-2,sp|Q9Y3F4-2|STRAP_HUMAN Isoform 2 of Serine-threonine kinase receptor-associated protein OS=Homo sapiens GN=STRAP,Q9Y3F4-2,-0.026540682498580943,0.595152204500988,-0.0728686002350834,0.274356384395899,-0.04817943130758818,0.434542947619368,-0.10493529162936838,0.362064743882599,False
PG248439,P39687,sp|P39687|AN32A_HUMAN Acidic leucine-rich nuclear phosphoprotein 32 family member A OS=Homo sapiens GN=ANP32A PE=1 SV=1,P39687,-0.060553029479956506,0.434920607997401,-0.07571553253715928,0.286441691316683,-0.02208231633756307,0.472454351770783,0.08374709469809426,0.415344995480163,False
PG252269,P14324|P14324-2,sp|P14324|FPPS_HUMAN Farnesyl pyrophosphate synthase OS=Homo sapiens GN=FDPS PE=1 SV=4,P14324,0.004169153590139835,0.669664889778329,-0.07585405752234632,0.26611993818387,-0.0380529006425013,0.422826765972631,-0.03412323917056894,0.591471718611158,False
PG248383,Q12904|Q12904-2,sp|Q12904-2|AIMP1_HUMAN Isoform 2 of Aminoacyl tRNA synthase complex-interacting multifunctional protein 1 OS=Homo sapiens GN=AIMP1,Q12904-2,0.005241692382583091,0.664097411258502,0.03243448222392034,0.405722568147987,-0.12084644310093307,0.185530630472818,-0.1808652253928446,0.236541947528812,False
PG245066,P38159,sp|P38159|RBMX_HUMAN RNA-binding motif protein; X chromosome OS=Homo sapiens GN=RBMX PE=1 SV=3,P38159,-0.11965110700221071,0.413965921495119,-0.32089669050106423,0.0328575100963479,1.292870388398513,0.0166896693953295,0.33168234448430756,0.311101998172502,True
PG255239,Q99436,sp|Q99436|PSB7_HUMAN Proteasome subunit beta type-7 OS=Homo sapiens GN=PSMB7 PE=1 SV=1,Q99436,-0.005258953714149072,0.667588770412075,0.05804668616207548,0.272294981351696,-0.05386530190769317,0.382466435138359,-0.028292804275497428,0.633749332760389,False
PG249041,Q92974|Q92974-2|Q92974-3|V9GYM8,tr|V9GYM8|V9GYM8_HUMAN Rho guanine nucleotide exchange factor 2 OS=Homo sapiens GN=ARHGEF2 PE=1 SV=1,V9GYM8,0.056927943172677235,0.472560400777233,0.29119313349563714,0.01230153385766,-0.11672124183760833,0.213806525173502,-0.11513069782944281,0.36627054533849,False
PG248565,P27695,sp|P27695|APEX1_HUMAN DNA-(apurinic or apyrimidinic site) lyase OS=Homo sapiens GN=APEX1 PE=1 SV=2,P27695,-0.022555089036462073,0.654316049719962,-0.008828664419795053,0.545203853654814,0.02933156777192977,0.452222122082104,0.0031024606710789073,0.671891022667275,False
PG245034,P46060,sp|P46060|RAGP1_HUMAN Ran GTPase-activating protein 1 OS=Homo sapiens GN=RANGAP1 PE=1 SV=1,P46060,0.06366646107805954,0.397282598503383,0.2681254773274298,0.0282381852533764,0.016187316772500536,0.498859296214508,-0.054936034214084106,0.510138032848028,False
PG250385,Q15003|E9PHA2,sp|Q15003|CND2_HUMAN Condensin complex subunit 2 OS=Homo sapiens GN=NCAPH PE=1 SV=3,Q15003,0.10875762617145807,0.29063719056019,0.17706691536408325,0.0674657404185202,-0.09113907356035142,0.246269291336837,0.044862542774027535,0.550387255597869,False
PG248485,Q99798|A2A274,tr|A2A274|A2A274_HUMAN Aconitate hydratase; mitochondrial OS=Homo sapiens GN=ACO2 PE=1 SV=1,A2A274,0.03132617548820259,0.545970577254144,0.20555586488088162,0.0281803499423066,-0.045974296068936424,0.39997708720513,-0.20344141166014243,0.160382044558986,False
PG256034,Q15019|Q15019-2,sp|Q15019-2|SEPT2_HUMAN Isoform 2 of Septin-2 OS=Homo sapiens GN=SEPT2,Q15019-2,-0.09011345480201578,0.298961970414518,-0.3065597367986051,0.0143670359627822,-0.11439889284402527,0.198438791194825,0.04067091154635665,0.549922835732374,False
PG255982,O43765,sp|O43765|SGTA_HUMAN Small glutamine-rich tetratricopeptide repeat-containing protein alpha OS=Homo sapiens GN=SGTA PE=1 SV=1,O43765,0.021387781069501465,0.598686382572372,0.16404404232279232,0.0476368895473662,-0.032196613203628405,0.452222122082104,-0.04625614684844993,0.535405001685368,False
PG254055,P49006,sp|P49006|MRP_HUMAN MARCKS-related protein OS=Homo sapiens GN=MARCKSL1 PE=1 SV=2,P49006,-0.22097557416411906,0.0916138928020407,-0.38605594686433287,0.0078940387274926,0.3044853994476724,0.130005889093155,0.507250434703526,0.129244876762806,False
PG254161,O14745,sp|O14745|NHRF1_HUMAN Na(+)/H(+) exchange regulatory cofactor NHE-RF1 OS=Homo sapiens GN=SLC9A3R1 PE=1 SV=4,O14745,-0.12060125038368935,0.238127877130033,-0.2767528121323712,0.027971611177753,0.048690747882148305,0.464143627003803,0.010679905708049477,0.667731961984174,False
PG245112,Q9NW13-2,sp|Q9NW13-2|RBM28_HUMAN Isoform 2 of RNA-binding protein 28 OS=Homo sapiens GN=RBM28,Q9NW13-2,0.06146213075308645,0.526694805006754,0.25763344989741477,0.0374286430386014,0.4495871797073686,0.137213597894207,0.22509130641292843,0.377255002044502,False
PG247452,Q01081,sp|Q01081|U2AF1_HUMAN Splicing factor U2AF 35 kDa subunit OS=Homo sapiens GN=U2AF1 PE=1 SV=3,Q01081,0.044097634930311796,0.504016516222116,0.22717216143580798,0.0227838093102476,-0.23221930730862222,0.0908865372006848,-0.17389812315603476,0.20036745247756,False
PG250300,Q9H444,sp|Q9H444|CHM4B_HUMAN Charged multivesicular body protein 4b OS=Homo sapiens GN=CHMP4B PE=1 SV=1,Q9H444,-0.1395143011818414,0.178690096758231,-0.42246832250486305,0.0142331231750177,-0.025052490599576302,0.48601845508253,-0.001065317174254521,0.672297548742914,False
PG251670,O60832,sp|O60832|DKC1_HUMAN H/ACA ribonucleoprotein complex subunit 4 OS=Homo sapiens GN=DKC1 PE=1 SV=3,O60832,0.07772156338756674,0.308510923519382,0.27619652485237284,0.0112888477848704,-0.0899071603892664,0.30743886358216,0.0694439261175428,0.465992908117585,False
PG246727,Q9H3N1,sp|Q9H3N1|TMX1_HUMAN Thioredoxin-related transmembrane protein 1 OS=Homo sapiens GN=TMX1 PE=1 SV=1,Q9H3N1,-0.14253771008127433,0.391435368587233,-0.52644115926475,0.0189314770706502,-0.04814043893762205,0.458481459203544,-0.041239141131601285,0.597196060649112,False
PG243395,O95232,sp|O95232|LC7L3_HUMAN Luc7-like protein 3 OS=Homo sapiens GN=LUC7L3 PE=1 SV=2,O95232,-0.08304002186653961,0.331292984738766,-0.023518690790355807,0.432915707132666,-0.08590145998301628,0.279602623255417,0.23735392064919458,0.149097577847322,False
PG246212,P49591,sp|P49591|SYSC_HUMAN Serine--tRNA ligase; cytoplasmic OS=Homo sapiens GN=SARS PE=1 SV=3,P49591,0.09752449714337708,0.337060306515312,0.24470714241619376,0.0269344488791279,0.22855230988276104,0.128013491056755,-0.043852432932642745,0.565694134689681,False
PG250927,P26196,sp|P26196|DDX6_HUMAN Probable ATP-dependent RNA helicase DDX6 OS=Homo sapiens GN=DDX6 PE=1 SV=2,P26196,0.04198461592596564,0.471464385269261,0.1660664949639368,0.0441243500047925,-0.061344840744242304,0.349723158962594,-0.05390920407851384,0.496237632441417,False
PG242107,P14317,sp|P14317|HCLS1_HUMAN Hematopoietic lineage cell-specific protein OS=Homo sapiens GN=HCLS1 PE=1 SV=3,P14317,0.007324281069058342,0.660115108102097,0.14940131214155916,0.106618227099041,-0.06485985849580722,0.353908058409408,0.013206132558016474,0.658842871747924,False
PG244890,O14818,sp|O14818|PSA7_HUMAN Proteasome subunit alpha type-7 OS=Homo sapiens GN=PSMA7 PE=1 SV=1,O14818,-0.2185097290341665,0.118102424856349,-0.41247662681943004,0.0055183724213235,0.03862345908355139,0.425125610704101,0.0956529854405622,0.417024171605924,False
PG250068,Q9NZ63,sp|Q9NZ63|CI078_HUMAN Uncharacterized protein C9orf78 OS=Homo sapiens GN=C9orf78 PE=1 SV=1,Q9NZ63,-0.11687644493719376,0.219836038819544,-0.1808955641042591,0.0252168459083767,-0.042622676224986354,0.420808402689633,0.04555653801911801,0.531185850211636,False
PG254685,Q96G03,sp|Q96G03|PGM2_HUMAN Phosphoglucomutase-2 OS=Homo sapiens GN=PGM2 PE=1 SV=4,Q96G03,0.0048238429124158756,0.670739002905975,0.14734696984703546,0.0852975599217518,0.03792575060492598,0.430685780222641,-0.04948522829588557,0.520940142350173,False
PG245764,O15042|O15042-2,sp|O15042|SR140_HUMAN U2 snRNP-associated SURP motif-containing protein OS=Homo sapiens GN=U2SURP PE=1 SV=2,O15042,0.036734958055156114,0.52467068759998,0.17582743615530827,0.0189314770706502,0.007001278285184838,0.522444256048474,0.0180613614787071,0.648350668403366,False
PG248681,P08243|P08243-2,sp|P08243|ASNS_HUMAN Asparagine synthetase [glutamine-hydrolyzing] OS=Homo sapiens GN=ASNS PE=1 SV=4,P08243,0.050127725833943565,0.465786889834501,0.22786465693579508,0.0121981169683581,0.02638841373439082,0.480664007479731,0.002779927341556432,0.674451573889744,False
PG246692,Q8NI27,sp|Q8NI27|THOC2_HUMAN THO complex subunit 2 OS=Homo sapiens GN=THOC2 PE=1 SV=2,Q8NI27,0.10373236354254141,0.303009974004271,0.34788803530259554,0.0088440162534449,0.08616268669763696,0.437672386026116,0.20611999126089312,0.419946640144436,False
PG254167,Q13423,sp|Q13423|NNTM_HUMAN NAD(P) transhydrogenase; mitochondrial OS=Homo sapiens GN=NNT PE=1 SV=3,Q13423,0.18231443977106054,0.0930894600254516,0.38985806654618305,0.0042795447438423,-0.0885185235500757,0.248786209984805,-0.0535414911917935,0.518539270038223,False
PG247998,P31946|P31946-2,sp|P31946|1433B_HUMAN 14-3-3 protein beta/alpha OS=Homo sapiens GN=YWHAB PE=1 SV=3,P31946,-0.3932762821328468,0.101605587954949,-0.6848475194615455,0.0046161848556854,-0.1756919203219946,0.227927880440448,-0.1555517659713386,0.259171530477016,True
PG249147,P51572|P51572-2,sp|P51572-2|BAP31_HUMAN Isoform 2 of B-cell receptor-associated protein 31 OS=Homo sapiens GN=BCAP31,P51572-2,0.026820325013921533,0.560956551346874,0.1772475851227016,0.0343236700194725,0.06624506231318485,0.40190659697768,0.012529786306354231,0.675604905510842,False
PG251267,P22087,sp|P22087|FBRL_HUMAN rRNA 2'-O-methyltransferase fibrillarin OS=Homo sapiens GN=FBL PE=1 SV=2,P22087,-0.01708713114695455,0.617632780126383,-0.02553322808606143,0.408743171110699,-0.030883060052474265,0.485805118751903,0.06357287794190558,0.590113419765243,False
PG246441,Q12788,sp|Q12788|TBL3_HUMAN Transducin beta-like protein 3 OS=Homo sapiens GN=TBL3 PE=1 SV=2,Q12788,0.14059358145113904,0.180689721280138,0.3479913357974323,0.0035368855199721,-0.07325051188044054,0.294405173586896,0.08282248588770283,0.405581178378247,False
PG253015,Q9BVP2|Q9BVP2-2,sp|Q9BVP2|GNL3_HUMAN Guanine nucleotide-binding protein-like 3 OS=Homo sapiens GN=GNL3 PE=1 SV=2,Q9BVP2,0.06574202322441161,0.345393591880196,0.30033201173586027,0.0068497200088234,-0.048567941848854414,0.385996338637246,-0.0862546225969676,0.447654996955419,False
PG251161,Q9UBQ5,sp|Q9UBQ5|EIF3K_HUMAN Eukaryotic translation initiation factor 3 subunit K OS=Homo sapiens GN=EIF3K PE=1 SV=1,Q9UBQ5,-0.09828041805512487,0.270591010374701,-0.23449432391954908,0.0389425953639483,-0.00769045216691413,0.517469721530864,0.12526304921423836,0.327620752081322,False
PG243251,P33176,sp|P33176|KINH_HUMAN Kinesin-1 heavy chain OS=Homo sapiens GN=KIF5B PE=1 SV=1,P33176,0.12287645443206387,0.198562713373931,0.2870971908183071,0.0066260617568454,0.04715913534752338,0.405211154175323,0.013985970016205397,0.650702592293627,False
PG264019,K7EKE6,tr|K7EKE6|K7EKE6_HUMAN Lon protease homolog; mitochondrial OS=Homo sapiens GN=LONP1 PE=1 SV=1,K7EKE6,0.16033109618874436,0.181686712955533,0.17935425517325204,0.0284335182231425,-0.1072108092149049,0.214593979189999,-0.16491664011351678,0.207940179035372,False
PG252582,P51114|B4DXZ6,sp|P51114|FXR1_HUMAN Fragile X mental retardation syndrome-related protein 1 OS=Homo sapiens GN=FXR1 PE=1 SV=3,P51114,0.03768237116653954,0.511938125888938,0.09775228478433955,0.105912284421876,0.06121203804020129,0.37390983438851,-0.15731956294578697,0.221775153307058,False
PG254478,Q8IYS1,sp|Q8IYS1|P20D2_HUMAN Peptidase M20 domain-containing protein 2 OS=Homo sapiens GN=PM20D2 PE=1 SV=2,Q8IYS1,0.033307895210380606,0.564865833522678,0.22317832309876337,0.0220142376064533,-0.09574394279985898,0.248058343645637,0.05157730472114339,0.583701243111023,False
PG252163,Q13347,sp|Q13347|EIF3I_HUMAN Eukaryotic translation initiation factor 3 subunit I OS=Homo sapiens GN=EIF3I PE=1 SV=1,Q13347,-0.08838267539163022,0.36826174165897,-0.1513105800479665,0.101244865163574,-0.06073900412154205,0.410982047462637,-0.022065227681511822,0.626328775722267,False
PG243305,Q07666,sp|Q07666|KHDR1_HUMAN KH domain-containing; RNA-binding; signal transduction-associated protein 1 OS=Homo sapiens GN=KHDRBS1 PE=1 SV=1,Q07666,-0.1836261180892227,0.330309523035978,-0.5602773074912037,0.0076440361062233,0.09875386001596975,0.310821753058439,0.844870914542858,0.0143390180002387,True
PG255052,O00743,sp|O00743|PPP6_HUMAN Serine/threonine-protein phosphatase 6 catalytic subunit OS=Homo sapiens GN=PPP6C PE=1 SV=1,O00743,0.10713187501340975,0.333404782960485,0.15994350182459396,0.0555970645870582,-0.12664099318322763,0.178839205961059,-0.1990907216425093,0.185061873087486,False
PG251975,O75822,sp|O75822|EIF3J_HUMAN Eukaryotic translation initiation factor 3 subunit J OS=Homo sapiens GN=EIF3J PE=1 SV=2,O75822,0.013324022071608025,0.639758081096528,-0.1109293484538927,0.110444830947106,0.02172569430237439,0.474302654377861,0.12412476524957128,0.389537103180766,False
PG255590,P08708|H0YN88|A0A075B716,tr|A0A075B716|A0A075B716_HUMAN 40S ribosomal protein S17 OS=Homo sapiens GN=RPS17 PE=1 SV=1,A0A075B716,0.11326607538259548,0.277522356011157,0.20258105947050073,0.0215519205885777,0.01157071686216477,0.523918829583791,0.015483266942706455,0.648350668403366,False
PG251698,Q96GQ7|B7Z6D5,sp|Q96GQ7|DDX27_HUMAN Probable ATP-dependent RNA helicase DDX27 OS=Homo sapiens GN=DDX27 PE=1 SV=2,Q96GQ7,0.18543746971312328,0.106787732796459,0.3680267828259256,0.0030523129124708,-0.11723957950494349,0.345767184479267,0.19681736175050377,0.32067420180273,False
PG251402,Q9BUQ8,sp|Q9BUQ8|DDX23_HUMAN Probable ATP-dependent RNA helicase DDX23 OS=Homo sapiens GN=DDX23 PE=1 SV=3,Q9BUQ8,0.15119754045074837,0.198734148230768,0.40368007252602633,0.0077684992413294,0.23405956504291162,0.144327463236617,0.05400641309687511,0.612640906737669,False
PG243502,Q04760,sp|Q04760|LGUL_HUMAN Lactoylglutathione lyase OS=Homo sapiens GN=GLO1 PE=1 SV=4,Q04760,-0.19282499284049728,0.122944336279578,-0.7610144347326472,0.000187684782827,-0.02086131488436909,0.497093107554635,-0.0642236590857971,0.474801125908565,True
PG249962,Q6P1J9,sp|Q6P1J9|CDC73_HUMAN Parafibromin OS=Homo sapiens GN=CDC73 PE=1 SV=1,Q6P1J9,0.1613976881324622,0.245405344246295,0.38777917940400314,0.0105731219090546,0.05394040098745183,0.448136892638966,0.017127313209254424,0.657615899692653,False
PG246335,Q99426,sp|Q99426|TBCB_HUMAN Tubulin-folding cofactor B OS=Homo sapiens GN=TBCB PE=1 SV=2,Q99426,-0.05179503999291381,0.465786889834501,-0.05620628437927595,0.258646487635055,0.20773594596574455,0.123404285740988,0.03955933239721921,0.616870871207352,False
PG254137,Q9UNZ2,sp|Q9UNZ2|NSF1C_HUMAN NSFL1 cofactor p47 OS=Homo sapiens GN=NSFL1C PE=1 SV=2,Q9UNZ2,-0.022516853841667458,0.591063177388458,0.07059718915345299,0.211280703219733,-0.018758539794855447,0.502013079027069,0.0626240347884447,0.533243799098041,False
PG251334,Q96HE7,sp|Q96HE7|ERO1A_HUMAN ERO1-like protein alpha OS=Homo sapiens GN=ERO1A PE=1 SV=2,Q96HE7,-0.09277184269851269,0.244339969122908,-0.18157970867195025,0.0169984674752989,-0.22517672942572867,0.0993589463730658,-0.2085397803503439,0.2281962918147,False
PG249759,Q13185,sp|Q13185|CBX3_HUMAN Chromobox protein homolog 3 OS=Homo sapiens GN=CBX3 PE=1 SV=4,Q13185,0.03748692568524048,0.549759459502619,0.16652880204650217,0.121704017034924,0.12421579114824444,0.298765311804664,0.24105076413872872,0.247990390499312,False
